	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/001_2016071102.wav	0.0	0	15.25	672525	000_2016071102	mr pre if you could please take your seats for the joint committee meeting of the economic and monetary affairs committee and civil liberty justice an home affairs committee	mr pre if you could please take your seats for the joint committee meeting of the economic and monetary affairs committee and civil liberty justice an home affairs committee	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/002_2016071102.wav	15.250022675736961	672526	42.20002267573696	1861021	001_2016071102	mr president and with apologies again from the libe committee for the late starting of this meeting we are point one the adoption of the agenda if there are no objections the agenda has adopted and we do not have any chairs announcements see we go straight to point three and war welcome to my chair mr ferber	mr president and with apologies again from the libe committee for the late starting of this meeting we are point one the adoption of the agenda if there are no objections the agenda has adopted and we do not have any chairs announcements see we go straight to point three and war welcome to my cher mr ferber	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	2
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/003_2016071102.wav	42.200045351473925	1861022	66.95004535147392	2952497	002_2016071102	who will be co chairing once i have finished a very short introduction and of course again i welcome to commissioner jourova who is stated with us so colleagues this special joint meeting of our two committees is an exchange of views with commissioner via jourova	who will be co chairing once i have finished a very short introduction and of course again a welcome to commissioner jourova who is stated with us so colleagues this special joint meeting of our two committees is an exchange of views with commissioner via jourova	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	1
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/004_2016071102.wav	66.95006802721089	2952498	87.10006802721088	3841113	003_2016071102	we want to welcome her to this exchange of views following the adoption of your proposal to revise the fourth anti money laundering directive on ff july and prior to the adoption of the delegated act with the list of high risk countries with regard to am policies now for seen for the fourteen july	we want to welcome her to this exchange of views following the adoption of your proposal to revise the fourth anti money laundering directive on ff july and prior to the adoption of the delegated act with the list of high risk countries with regard to am policies now for seen for the fourteen july	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/005_2016071102.wav	87.10009070294785	3841114	114.95009070294785	5069299	004_2016071102	in this context we would like to thank you commissioner for having followed our request to postpone the adoption of the delegated act to the fourteen july to allow us for proper scrutiny periods until the deadline for objections which will be fourteen september this exchange of views is both addressing the legislative proposal above and the delegated act both econ and lebaare working as before on this proposal under rule fifty five	in this context we would like to thank you commissioner for having followed our request to postpone the adoption of the delegated act to the fourteen july to allow us for proper scrutiny periods until the deadline for objections which will be fourteen september this exchange of views is both addressing the legislative proposal above and the delegated act both econ and lebaare working as before on this proposal under rule fifty five	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/006_2016071102.wav	114.9501133786848	5069300	133.1001133786848	5869715	005_2016071102	both econ on libya have reconfirmed their co rapporteurs mr karens for econ and june sargentini for the libe so today we are going to proceed as follows with you commissioner having an introductory statement de	both econ on libya have reconfirmed their co rapporteurs mr karens for econ and june sargentini for the libe so today we are going to proceed as follows with you commissioner having an introductory statement	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	3
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/007_2016071102.wav	133.10013605442177	5869716	159.75013605442177	7044981	006_2016071102	and then the rapporteurs i am going to ask by chair mr ferber to take on the sharing responsibilities for this next stage mr eu have the very claude de friends is a pleasure having this common meeting and of course we from the econ i welcome having the chance commissioner here as well we will have first lear introductionary statement of around ten minutes i hope that fits with europe	and then the rapporteurs i am going to ask by cohere mr ferber to take on the sharing responsibilities for this next stage mr febryhaveteverymclaudthefriendsits a pleasure having this common meeting and of course we from me icons i welcome having the chance commissioner here as well we will have first lear introductionary statement of around ten minutes i hope that fits with europe	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	22
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/008_2016071102.wav	159.75015873015872	7044982	178.20015873015873	7858627	007_2016071102	agenda and then we i will give the floor to the co rapporteurs but mr currents will be replaced by mr bald and then to each political group and if time is available to other members and after the questions i will invite you commissioner	agenda and then we i will give the floor to the co rapporteurs but mr currents will be replaced by mr bald and then to each political group and if time is available to other members and after the questions i will invite you commissioner	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/009_2016071102.wav	178.2001814058957	7858628	197.7501814058957	8720783	008_2016071102	to make a short closing statement hopefully touching most of the issues issues which will be raised and now without further ado not losing any more time i give the flow to you ms commissioner jourova very much thingwish crass honourable members of the european parliament	to make a short closing statement hopefully touching most of the issues issues which will be raised and now without further ado not losing any more time i give the flow to you ms commissioner jourovaverymuchthingwishchass honourable members of the european parliament	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	5
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/010_2016071102.wav	197.75020408163266	8720784	215.00020408163266	9481509	009_2016071102	i am very glad to have the opportunity to present today to the members of the econ and libe committees the revision of the force anti money laundering directive which was adopted by the commission last week and to hear your views on this issue	i am very glad to have the opportunity to present today to the members of the econ and libe committees the revision of the force anti money laundering directive which was adopted by the commission last week and to hear your views on this issue	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
10	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/011_2016071102.wav	215.0002267573696	9481510	242.7502267573696	10705285	010_2016071102	this proposal has two objectives countering terrorism financing and money laundering and stricter transparency rules to prevent tax avoidance and money laundering this is to respond both to recent terrorist attacks and to the honama papers revelations in two thousand and fifteen we put together in place a comprehensive framework to combat money laundering	this proposal has two objectives countering terrorism financing and money laundering and stricter transparency rules to prevent tax avoidance and money laundering this is to respond both to recent terrorist attacks and to the honama papers revelations in two thousand and fifteen we put together in place a comprehensive framework to combat money laundering	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
11	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/012_2016071102.wav	242.75024943310657	10705286	259.80024943310656	11457191	011_2016071102	but we must be up to speed with the evolving nature of serious international crimes and react swiftly and with determination using all means available to us the key modifications are as follows	but we must be up to speed with the evolving nature of serious international crimes and react swiftly and with determination using all means available to us the key modifications are as follows	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
12	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/013_2016071102.wav	259.80027210884356	11457192	285.45027210884354	12588357	012_2016071102	we address a nonimity of certain kinds of payments because in the paris attacks last november terrorist used pre paid cards to book cars and accommodation we therefore tackle this issue for both prepaid instruments and virtual currencies by lowering threshhodes for identification to one hundred and fifty europe	we address a nonimity of certain kinds of payments because in the paris attacks last november terrorist used pre paid cards to book cars and accommodation we therefore tackle this issue for both prepaid instruments and virtual currencies by lowering threshhodes for identification to one hundred and fifty europe	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
13	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/014_2016071102.wav	285.4502947845805	12588358	304.3002947845805	13419643	013_2016071102	and widening custom verification requirements we need took pace special attention to the potential abuse of pe paid cards online our proposal is an effective and proportionate answer to the threat and preserves the added value of these instruments	and widening custom verification requirements we need took pace special attention to the potential abuse of pe paid cards online our proposal is an effective and proportionate answer to the threat and preserves the added value of these instruments	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
14	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/015_2016071102.wav	304.30031746031744	13419644	325.05031746031744	14334719	014_2016071102	the second modification intends to give financial intelligence units enhanced powers and ability to cooperate with each other they play such an important role in identifying the financial operations of terrorist networks across borders in detecting financial backers we must set up	the second modification intends to give financial intelligence units enhanced powers and ability to cooperate with each other they play such an important role in identifying the financial operations of terrorist networks across borders in detecting financial backers we must set up	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
15	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/016_2016071102.wav	325.05034013605444	14334720	342.1003401360544	15086625	015_2016071102	centralised national bank and payment account registers to which financial intelligence units can have quick access this allows them enough flexibility to get back to the reporting entities to complete the information at their disposal	centralised national bank and payment account registers to which financial intelligence units can have quick access this allows them enough flexibility to get back to the reporting entities to complete the information at their disposal	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
16	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/017_2016071102.wav	342.1003628117914	15086626	369.0503628117914	16275121	016_2016071102	we also need to ensure a high level of safeguards for financial flows from high risk third countries and we want to do this in a coordinated way in the european union banks will have to carry out additional checks so called due diligence measures on financial flows from these countries let me turn to the second objective of the commissions proposal it means	we also need to ensure a high level of safeguards for financial flows from high risk third countries and we want to do this in a coordinated way in the european union banks will have to carry out additional checks so called due diligence measures on financial flows from these countries let me turn to the second objective of the commissions proposal it means	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
17	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071102/018_2016071102.wav	369.05038548752833	16275122	389.5003854875283	17176967	017_2016071102	as i mentioned before higher transparency in our negotiations on the force money laundering directive we made also thanks to you a good step forward to increase information of who is behind companies or other legal entities however we want to move a step forward to	as i mentioned before higher transparency in our negotiations on the force money laundering directive we made also thanks to you a good step forward to increase information of who is behind companies or other legal entities however we want to move a step forward to	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071102.wav	0
