	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110502/001_2014110502.wav	0.0	0	16.75	738675	000_2014110502	m pre good atenin colleagues we are going to begin this often in with thor	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110502.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110502/002_2014110502.wav	16.75002267573696	738676	46.40002267573696	2046241	001_2014110502	exchange of views with matas rota the new dg come affair to the european commission i welcome in warmly we are going to discuss this after in two aspects of our common visa policy regulation far the ni no one which defines the common lists of countries to citizens are exempt from the visa requirements if they wish to travel to schengen areas and of those countries citizens do require visa to do	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110502.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110502/003_2014110502.wav	46.40004535147392	2046242	76.05004535147393	3353807	002_2014110502	pes and in the last couple of weeks a number of important reports were adopted by the commission in this field which mertise is going to talk about i want to give him the floor for around fifteen fifteen minutes and then open the flower up to some questions suvertise please give us your presentation and then we will open the floor up to debate	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110502.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110502/004_2014110502.wav	76.05006802721088	3353808	105.30006802721088	4643733	003_2014110502	m very much presidencol and could afternoon honourable members of parliament ladies and gentlemen i understood that what you were looking for in this new set up of parliament that i would cover a little bit major aspects of the external side or external relations in terms of visa policy	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110502.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110502/005_2014110502.wav	105.30009070294784	4643734	130.95009070294785	5774899	004_2014110502	but i will concentrate as you have said on the reports which were recently adopted by the commission look at in particular the reciprocity mechanism which i think is of great interest to this parliament and to this committee and update you on ongoing negotiations and discussions	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110502.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110502/006_2014110502.wav	130.95011337868482	5774900	156.6001133786848	6906065	005_2014110502	the way i will do it will first of all say a few words about reciprocity then talk a little bit about the visa waver for seventeen countries plus ten also the reports for peru and colombia and where we stand on the visa waver for on colombia i give you an update on visa facilitation	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110502.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110502/007_2014110502.wav	156.60013605442177	6906066	174.55013605442176	7697661	006_2014110502	the recent developments morocco tunisia billavus and i will then at the very end say a few words on where we stand in terms of visa liberalisation with our immediate neighbours turkey	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110502.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110502/008_2014110502.wav	174.55015873015873	7697662	194.00015873015872	8555407	007_2014110502	but also russia western balkans ukraine so that gives you little bit of a flavour of what i talk talk about in as much as visa policies concerned has just one sentence	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110502.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110502/009_2014110502.wav	194.0001814058957	8555408	214.2501814058957	9448433	008_2014110502	visa policy is extremely important in terms of ensuring that we have attractive mobility towards the european union and we should ensure that all citizens on the other hand also are treated well when their travelling	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110502.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110502/010_2014110502.wav	214.25020408163266	9448434	241.80020408163264	10663389	009_2014110502	two third countries so it is in a very important contribution to our economy and visa policy i think over the next years become more and more in the centre of the things and i also look forward very much to discussing with you the tabled proposal for recast of the visa code and	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110502.wav
