	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/001_20150608.wav	0.0	0	22.75	1003275	000_20150608	to let us begin with the adoption of the agenda and if there are no objection the agenda is adopted i fee that our first rapporteurs in plate a we can begin with the first ite but first to mention that linguistic profile again we have unfortunately	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/002_20150608.wav	22.75002267573696	1003276	43.70002267573696	1927171	001_20150608	but interpretation is available only in english french german italian dutch break banish tweedisian polish and the i have endorsement of stamccordingtos recommendations which are make very quickly first of all pol up the resolution of twelve the march two thousand and fourteen on electronic mat aveillance	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/003_20150608.wav	43.700045351473925	1927172	65.85004535147392	2903987	002_20150608	invitation to jamalta and qu the corinatojutieved the draftlatean agreed on tending it secondly there was some follow up to questions to the legal service on access to documents concerning europols activactive under the tftp agreement there was some follow up to the new french law an surveillance	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/004_20150608.wav	65.85006802721088	2903988	88.00006802721089	3880803	003_20150608	mr president on hearing we had an agreement on draft programmes for the joint intolevihearing on trade agreement in data full the steady hearing with rebabeing associated on the implementation of the solidarity as on fifteen june on antisemitism as manophobia an here speech in europe on twenty nine june two thousand and fifteen	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/005_20150608.wav	88.00009070294784	3880804	116.65009070294785	5144269	004_20150608	these were hearings on the organisation of hearings the coordinators agreed to organise so i think the micropon resolfajust repeat that on the organisation of hearings the cord nets agree to organise a conference of libya an do war on respecting human rights in the context of migration close in the mediterranean and into parliamentary committee meeting on twenty september two thousand and fifteen being on unequal footing	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/006_20150608.wav	116.65011337868481	5144270	143.20011337868482	6315125	005_20150608	the coordinators also agreed to organise a meeting with national parliaments and migration in the context of the situation in the mediterranean and the need for a holistic approach on twenty september two thousand and fifteen and the coordinators agreed on being associated in a hearing organised by the van committee on penal refugees in asylum seekers the the committee endorsed coordinators recommendations pursued to rule to of five	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/007_20150608.wav	143.20013605442176	6315126	168.35013605442177	7424241	006_20150608	mr president we now come to point three which is the presentation of a draft opinion as the draft amending budget number of five entitled responding to migratory pressure is particular importance to our committee the leabycordinatosdecided that we should draft an opinion to the report from the budgets committee even of if the timetable was particularly tight	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/008_20150608.wav	168.35015873015874	7424242	191.20015873015873	8431927	007_20150608	mr eee we have to vote at the meeting of sixteen and seventeen june before the budget committee votes on the twenty hr june so i am now going to give the floor to our rapporteur peace an nedermullar for a presentation of this draft opinion following that presentation we want have a short exchange of views but i want to keep that pta we can to around fifty president	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/009_20150608.wav	191.2001814058957	8431928	218.35018140589568	9629243	008_20150608	so president can i ask you to take in the cronsedationmatters that was discussed in the plenary tonight which is the libya discussing situation in romania following following the actions of prime minister	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/010_20150608.wav	218.35020408163265	9629244	244.40020408163267	10778049	009_20150608	and corruption challenges that were were brought gains the prime minister in romania and his is refusal to abas a law in disline so we all agree that leather would pack pride can we clear out when when it is going to take at	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
10	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/011_20150608.wav	244.4002267573696	10778050	269.8502267573696	11900395	010_20150608	yet we are going to this matter on the on the agenda for the coordinators meeting following this meeting and if it is going to be on a libya agenda and i am going to be raising this we coordinators following this meeting if it it is formally on the agenda of the coordinators meeting following this meeting and it will be re courted back to the libe committee formally in chairs announcement at the next we be meeting to you	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
11	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/012_20150608.wav	269.85024943310657	11900396	286.7002494331066	12643481	011_20150608	we look a date for the proposed hearing so on thank you for raising that point if we do not have any other follow up to the chairment announcement and go back to mr nidermulerpite if you want to make your short statement	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
12	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/013_20150608.wav	286.70027210884354	12643482	310.55027210884356	13695267	012_20150608	there should be free this translation i am not sure of the hat swedish because a very small internet rooms am looking for the arsmoredis	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
13	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150608/014_20150608.wav	310.5502947845805	13695268	335.6002947845805	14799973	013_20150608	mr president tishrestontoe apparently a apparently tweethishshanglation begins do not ask me that sweanishprchanglation begin that seventdteen do not ask why that it be gate that is almost like a to real statement are made but it wesweethish shanglasion begin that seven fifteen even court me on that ok do not ask me why	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150608.wav
