	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/001_2014110501.wav	0.0	0	25.05	1104705	000_2014110501	mr eu please take your see sembintiwiscolleagueas opcomesebopostcome and if the blodotsyunintell agenda yet mam show des unit logenda adottakifmodificatnot what tibarcohatomt	clues please take your see sembintiwiscolleagueas opcomesebopostcome and if the blodotsyunintell agenda yet mam show jets on it logenda adottakifmodificatnot what tibarcohatomt	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	8
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/002_2014110501.wav	25.05002267573696	1104706	41.90002267573696	1847791	001_2014110501	mr ressdentiwscolleagythepontumrotnameforagendatana lavvisital precedent mince de tale profielding whistico milch de shorter hazindaneseiladvian and greek wo croat mush disponibly pila talome	mressdentiwscolleagythepontumrotnameforagendatana lavvisitalprecedent mince detale profielding whistico milcdeet shorter hazindaneseiladvian and greek wo croat mush disponibly pillar talome	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	10
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/003_2014110501.wav	41.90004535147392	1847792	57.950045351473925	2555597	002_2014110501	mr a dichisunitarcordinatoveri puntnumroutnine il nominate rapporteurs recordenaturi the cidollerestormsiabilfom resolute on a sitwatsianital mediterran o hanitnichahageadwardan ftiticarard	a dicisunitarcordinatoveri puntnumroutnine il nominate rapporteurs recordenaturi the chidollerest or m siabilfom resolute on a sitwatsianital mediterran o hanitnichahage adware dan ftitic a ard	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	13
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/004_2014110501.wav	57.95006802721088	2555598	87.30006802721088	3849933	003_2014110501	mr itinealcordenatureddhejidoliresoistoseeablefomaresolutionyaltichdettal strategy at on a uneropaasigortainterna it teal let pun to is ineuralawaraferraratlhefdd itnaminatan rapporteur a rapport and willy situation at a repeat fundamentalliminalfavourelattachalfavourebatach its eneura monica flasikova benova sd gitnominata rapporteur an opinion tar report cont	itinealcordenatureddhejidoliresoistoseeablefomaresolutionyaltichdettal strategy at on a uneropaasigortainterna it teal let pun to is ineuralawaraferraratlhefdd itnaminatan rapporteur a rapport and willy situation at a repeat fundamentalliminalfavourelattachalfavourebatach its eneuramonicaflasicovabenovan sd gitnominata rapporteur an opinion tar report cont	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	8
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/005_2014110501.wav	87.30009070294784	3849934	114.45009070294785	5047249	004_2014110501	al olaf lofithyoeropo contral fraud is sur josef widen holsertalsndginominat rapporteur alapononi ta report imco for disseminate sernet a set ata data ta set a data tarabservationitadina alan commercially is an era monica macovei fisaminpepeegit matura rapporteur lapononita report cont	al olaf lofithyoeropo contral fraudy is surjozaf widen holsertalsndginominat rapporteur alapononita report imco for disseminate sernet set ata data ta set a latatarabservationitadina alan commercially is an era monica macovei fisaminpepeegit matura rapporteur lapononita report cont	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	9
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/006_2014110501.wav	114.4501133786848	5047250	139.70011337868482	6160775	005_2014110501	ana report and onitalelfiotlettachalprotectsunit an interestyfinanciaritaluniony of la hariajet nominatmcordenatury pal membrut responsible and implementation it al principe al mainstreaming tassescy fissholtarcommitat libe yet memsojutoneit down a recommendation itacordinatoruma adoptaty memtialjeoneitmaacolosadopted	alde report and onitalelfitlettachalprotectsunit an interestyfinanciaritaluniony of la harri agat nominatmcordenaturypalamembrut responsible and implementation it al principe al mainstreaming tassescy fissholtarcommitatliba yet memsojutoneit down a recommendation itacordinatoruma adoptaty memtialjeoneitmaacolosadopted	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	12
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/007_2014110501.wav	139.70013605442176	6160776	165.55013605442176	7300761	006_2014110501	i have collageponsumotleatersanazochbuntyfthrealogylaadanin palestanlowelnet it tel at threalogo de are ilgeleader contra fraud de al interestifinanciaritalonyounypermetstalegy criminally don what tel at threalogul is apple fat ilberafilashia	i have collageponsumotleatersanazochbuntyfthrealogylaadanin palestanlowelnet it tealetthrealogo to are ilgeleader contra fraudeal interessifinanciaritalonyounypermetstalegy criminally don what tel at threalogul is apple fat ilberafilashia	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	10
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/008_2014110501.wav	165.55015873015873	7300762	184.30015873015873	8127637	007_2014110501	colleagueantikontonekforsitistatina a journamento tat sera for dan ittielattrialogoevacladandsomcoloshal author memsalfainnoado in done within a quistioniascoloshadaypalestacananumerutatrialogycorpresidenam	colleagueantikontonekforsitistatina a journamentotatsera for dan ittielattrialogoevacladandsomcoloshalausor memsalfainnoado in done within a quistioniascoloshadaypalestacananumerutatrialogycorpresidenam	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	5
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/009_2014110501.wav	184.3001814058957	8127638	199.6501814058957	8804573	008_2014110501	mr nuraggressla kivocalianastes fir them committed cont or commit at libe mnahatie who ana a een inserho for il possible talelafariatyet wet home	mr nuraggressla kivocalianastes fir them committatcont or commit at libe mnahatie who adn a een inserho for il possible talelafariatyet wet home	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	5
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/010_2014110501.wav	199.65020408163267	8804574	229.20020408163265	10107729	009_2014110501	permits tall president italian de if i serliflahamananasloalabeallikonyamsenseadispositsonitadirectiva for fillmandattall presidents ataliana du mr nightly ata them more howtilbineanstarbo compromise eu she moto we her ache tubly al parliament oropom ni seply exipinal progress machine for de ret unit	permits tall president talianatanifisserliflahamananasloal abel lek on am sense a dispositsonitadirectiva for fillmandattall presidents atalianajmrnitlyattatthemmote howtilbineanstarbo compromise leo she moto we her ache tubly al parliament oropomiseplyexipinal progress machine for deretunit	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	36
10	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/011_2014110501.wav	229.20022675736962	10107730	248.45022675736962	10956655	010_2014110501	as tone trealogoitealat we has will fatliselbera dom she let see at uoxibna ftit progress progress significantlecolanight anky for definition it a reality lercopruin rapport ach tall lobligy	as one trealogoitealat we has will fatliselbera dom she let see at uoxibna ftit progress progress significantlecolanight anky for definition it a reality lercopruin rapport ach tall lobligy	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	1
11	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/012_2014110501.wav	248.45024943310656	10956656	271.7002494331066	11981981	011_2014110501	a quistianrrelevantyalystatimembryoankiattheodoluramilly approved the data specifically a istitutioniatoonkaly statisticadaclyundershatsome implementat sony tall reaty criminal im arbutamal fraud misappropriation carrosiony etchater	a quistianrrelevantyalystatimembryoankiattheodoluramilly approved the data specifically a istitutioniatoonkaly statisticadaclyundershatsome implementatsony tall reaty criminal im arbutamalfraudly misaproprationy carrosiony etchater	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	7
12	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/013_2014110501.wav	271.70027210884354	11981982	296.05027210884356	13055817	012_2014110501	danalyshoar ambit ta directive are concern at o among a questioniatechnictechnicyperocoloshadopendenty al question it sustantevi lowel inclusonyoletalvattashafolvalormisute flambitota directive o diffenitsonit a reality sary	danalyshoar ambit ta directive are concern at o among a questioniatechnictechnicyperocoloshadopendenty al question it sustantevi lowel inclusonyoletalvattashafolvalormisute flambitota directive o diffenitsonit a reality sary	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	0
13	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/014_2014110501.wav	296.0502947845805	13055818	312.3002947845805	13772443	013_2014110501	atm argument palista du are lambitothe danelconcept legally such a uma reality sary if eu done no appoint to divergent amalconcille	atm argument palista do are lambitothe danelconcept legally such a uma reality sary if eu done o appoint to divergent amalconcille	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	2
14	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/015_2014110501.wav	312.30031746031744	13772444	336.35031746031746	14833049	014_2014110501	shinewalperiodu ta prescitcionietctr i lek at natmomalconcilatnisternowombishnerzoincibllinguatch a daclygydiscuse ilbera fill fat fitrealogu ad administer no shi feedback where a la tall group ahidmatal council liserisf na it mentaghed o november utrealogolim	shinewalperiodu ta prescitcionietctr i lek at natmomalconcilatnisternowombishnerzoincibllinguatch a daclygydiscuse ilbera fill fat fitrealogu ad administer no shi feedback where a la tall group ahidmatalconcilliserisfnowitmentaghedonovemberutrealogolim	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	10
15	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/016_2014110501.wav	336.3503401360544	14833050	365.6003401360544	16122975	015_2014110501	sitaoashrintannovemberfi strasbourguinhagon president tadenalaonbut inticom ajernimentasatariespklostabhalfnemnsteitkallemistownatdoatrealogolimisrlopesagilais report lemiswhorithe preventionitalthediretiveacontrahasiltallus	sit oashrintannovemberfi strasbourguinhagona president tadenalaonbut inticom ajernimentasatariespklostabhalfnemnsteitkallemistownatdoatrealogolimisrlopesagilais report lymiswhorithe preventionitalthediretiveacontrahasiltallus	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	3
16	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/017_2014110501.wav	365.6003628117914	16122976	388.5503628117914	17135071	016_2014110501	yesterday will have a new third one on monday it is co hosted with the econ committee the italian presidency really would like to see a results before the end of their term were very willing to help them with that	yesterday will have a new third one on monday it is co hosted with the econ committee the italian presidency really would like to see a results before the end of their term were very willing to help them with that	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	0
17	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/018_2014110501.wav	388.55038548752833	17135072	416.90038548752835	18385307	017_2014110501	but only if it is really coming our way parliament has a couple of important issues one is de public register for ultimate beneficial owners we know that that is a struggle we know that there are member states that are not so keen on that but that are also member states that are actually quite positive council still has to figure out	but only if it is really coming our way parliament has a couple of important issues one is the public register for ultimate beneficial owners we know that that is a struggle we know that there are member states that are not so keen on that but that are also member states that are actually quite positive council still has to figure out	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	2
18	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014110501/019_2014110501.wav	416.9004081632653	18385308	446.4504081632653	19688463	018_2014110501	no let let me let me form this as wishful thinking we still hope that council figure out a way to come closer to the position of parliament i keep this quite strong line as parliament voted in favour of a real public register with six hundred and forty votes in favour and thirty against that is not a mandate that i can easily leave	no let let me let me form this as wishful thinking we still hope that council figure out a way to come closer to the position of parliament i keep this quite strong line as parliament voted in favour of a real public register with six hundred and forty votes in favour and thirty against that is not a mandate that i can easily leave	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014110501.wav	0
