	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022402/001_2015022402.wav	0.0	0	19.05	840105	000_2015022402	res aftenoncolleagues we are going to begin our agenda and first with the adoption of the agenda if there are no objections the agenda as adopted	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022402.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022402/002_2015022402.wav	19.05002267573696	840106	39.30002267573696	1733131	001_2015022402	colleagues we have a number of chairs announcement i want to remind you that i do have to read them out in some detail because if i do not do that then we we want have them minited properly so please bear in mind that i have to do that in some detail so please bear with me	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022402.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022402/003_2015022402.wav	39.300045351473926	1733132	66.85004535147392	2948087	002_2015022402	first of all the first announcement is in in memoria it is with deep regret that i am informing you of the death of one of our meps fill it bradwarn the united kingdom member of the european parliament many of you will of course know that mr bradborn passed away some time ago and it was announced in plenary but it is important that we also announce that that he has passed away at this committee	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022402.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022402/004_2015022402.wav	66.85006802721088	2948088	85.70006802721089	3779373	003_2015022402	mr bradbon was known to me into a number of members of this committee is a colleague also of mr kerkop a member of mr kurkopsgroup as well dearing this time in parliament mr bradbon a member of the epp and the ecr groups as well as colleagues please	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022402.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022402/005_2015022402.wav	85.70009070294785	3779374	103.75009070294784	4575379	004_2015022402	mr president as well as been the chair of the delegation for relations with canada he served as vice chair in the libe committee from fit february two thousand and seven until the thirteen july two thousand and nine and he was a valued colleague of many of us and as i said in particular colleague of mr	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022402.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022402/006_2015022402.wav	103.7501133786848	4575380	129.4001133786848	5706545	005_2015022402	mr president secondly or linguistic profile please note that interpretation and danish latvian and croatian is unfortunately not available during the meeting and now if i can just read the endorsement of coordinators recommendations under rule two five the nomination of a libya representative on the un crpd coordinated recommended nominate ms helga stevens of the ecr as the libya representative	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022402.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022402/007_2015022402.wav	129.40013605442178	5706546	154.55013605442176	6815661	006_2015022402	for the cross committee task force of the parliament to ensure the implementation of the un convention of the rights of persons with disabilities on the follow up to the belgacom hacking issue coordinators recommend to draft letters to president shuls and mr quest the sit directive general of dg digit of the european commission requesting more information on that particular matter	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022402.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022402/008_2015022402.wav	154.55015873015873	6815662	173.60015873015874	7655767	007_2015022402	on the additional leaba meeting the coordinators recommend to have an extraordinary lb meeting in strasbourg on nine march to adopt a series of important reports on the contact group on criminal law coordinators recommend to resume the activities of the contact group on criminal law	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022402.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022402/009_2015022402.wav	173.60018140589568	7655768	200.2501814058957	8831033	008_2015022402	now an motions of resolution under one three three of the rules of procedure the coordinators recommend that the following motions for resolutions do not require a follow up on controlling jihadist propaganda on the internet aldo lo on the development of a european search engine on the increasing monitoring prevention and coordination measures among member states in order to counter terrorist attacks	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022402.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022402/010_2015022402.wav	200.25020408163266	8831034	222.70020408163265	9821079	009_2015022402	on the terrorist attack on paris stetyricalneesepaperrcharlyebdo on the establishment of a european no fly list on combating terrorism monitoring website ease by terrorists and on setting of a european agency for the adoption of children within the eu and i ask if the committee would endorse these coordinators recommendations per seen to rule to a five	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022402.wav
