	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150330/001_20150330.wav	0.0	0	25.85	1139985	000_20150330	ms de please take your seats were already ten minutes late so please take your seats an going to begin the meeting point one the adoption of the agenda the agenda	mr please take your seats were already ten minutes late so please take your seats an going to begin the meeting point one the adoption of the agenda the agenda	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150330.wav	4
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150330/002_20150330.wav	25.850022675736962	1139986	43.60002267573696	1922761	001_20150330	is adopted the point two of the agenda on the coordinators recommendations rule two of five will be submitted for your endorsement tomorrow morning at the beginning of the meeting very noisy today you want to take your seat	is adopted the point two of the agenda on the coordinators recommendations rule two of five will be submitted for your endorsement tomorrow morning at the beginning of the meeting very noisy today you want to take your seat	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150330.wav	0
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150330/003_20150330.wav	43.60004535147392	1922762	66.15004535147392	2917217	002_20150330	point to a new point seventeen a on the exchange of views with the council presidency on the presidency activity amber light his added to the draft agenda and will take place tomorrow achusely thirty march and eighteen hundred of there are no objections the final agenda as adopted as modified the linguistic profile equalities again that danish latvian gal	point to a new point seventeen a on the exchange of views with the council presidency on the presidency activity amber light his added to the draft agenda and will take place tomorrow achusely thirty march and eighteen hundred of there are no objections the final agenda as adopted as modified the linguistic profile equalities again that danish latvian gali	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150330.wav	1
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150330/004_20150330.wav	66.15006802721088	2917218	93.80006802721088	4136583	003_20150330	still back and croatian is ununfortunately not available during the whole meeting and again equalities that interpretation in maltese is not available on thirty first march from fifty hundred and eight de and thirty so colleagues if you are all settled down and is the rapporteur present that would bel present	still back and creation is ununfortunately not available during the whole meeting and again equalities that interpretation in maltese is not available on thirty first march from fifty hundred and eight and thirty so colleagues if you are all settled down and is the rapporteur present that would be present	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150330.wav	6
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150330/005_20150330.wav	93.80009070294784	4136584	119.35009070294785	5263339	004_20150330	so as the commissioner so we can begin so thank you or presente on the hearing on the situation of fundamental rights in the european union for colleagues who have not been here as members for this important hearing it is a feature of the committee and civil liberties justice and home affairs that we have a regular hearing on the situation of fundamental rights in the eu it is an important eu	so as the commissioner so we can begin so thank you or presence on the hearing on the situation of fundamental rights in the european union for colleagues who have not been here as members for this important hearing it is a feature of the committee and civil liberties justice and home affairs that we have a regular hearing on the situation of fundamental rights in the eu it is an important	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150330.wav	4
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150330/006_20150330.wav	119.35011337868481	5263340	139.20011337868482	6138725	005_20150330	meeting and calibration of where we are on very important topics but are very difficult one to do measurement of some of the most difficult and topical issues that we have and it is extremely important that we focus on this and trying measure exactly where we are	meeting and calibration of where we are on very important topics but are very difficult one to do measurement of some of the most difficult and topical issues that we have and it is extremely important that we focus on this and trying measure exactly where we are	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150330.wav	0
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150330/007_20150330.wav	139.20013605442176	6138726	163.25013605442177	7199331	006_20150330	on some of the most difficult and topical issues we regularly a point in rotation a rapporteur for this important report and today we have a rapporteur laura parara from the efdd group present so it is a pleasure to welcome you to the hearing and	on some of the most difficult and topical issues we regularly a point in rotation a rapporteur for this important report and today we have a rapporteur loro parara from the fdd group present so it is a pleasure to welcome you to the hearing and	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150330.wav	4
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150330/008_20150330.wav	163.25015873015872	7199332	183.50015873015872	8092357	007_20150330	i am pleased to see that first mission mr timmermans is also with us here and it is his first response to this important hearing for us in its capacity as vice president in charge of fundamental rights and the rule of law so il war welcome to you france today	i am pleased to see that first mission mr timmermans is also with us here and it is his first response to this important hearing for us in its capacity as vice president in charge of fundamental rights and the rule of law so wall war welcome to you france today	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150330.wav	3
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150330/009_20150330.wav	183.5001814058957	8092358	212.1501814058957	9355823	008_20150330	so please note that this hearing is webstreamed in the intervention of speakers and participants will all be recorded i would also like to underline that the list of speakers has been agreed by libe coordinators so we are limited in time i know that there are going to be so many interventions i do not want to make a very long introduction i just want to immediately hand over to laura for ara who has been appointed as rapporteur for this important report	so please note that this hearing is webstreamed in the intervention of speakers and participants will all be recorded i would also like to underline that the list of speakers has been agreed by lib coordinators so we are limited in time i know that there are going to be so many interventions i do not want to make a very long introduction i just want to immediately hand over to lara for ara who has been appointed as rapporteur for this important report	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150330.wav	2
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150330/010_20150330.wav	212.15020408163267	9355824	229.70020408163265	10129779	009_20150330	an hand over to her for her intervention a she summarises her report so to you over to you laura as the rapporteur on the situation of fundamental rights in the european union	and hand over to her for her intervention a she summarises her report so to you over to you law as the rapporteur on the situation of fundamental rights in the european union	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150330.wav	4
