	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20141016/001_20141016.wav	0.0	0	25.55	1126755	000_20141016	met colleagues please take your seats and we all make a start thank you ok colleagues if there are no objections the agenda is adopted if there are no objections than	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20141016.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20141016/002_20141016.wav	25.55002267573696	1126756	42.20002267573696	1861021	001_20141016	and i just begin chairs announcements colleagues first of all welcome to all of you following what i think is the beginning of the end or the end of the beginning of the commissioner hearing so we can perhaps get down to work although i do not think the ever end	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20141016.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20141016/003_20141016.wav	42.200045351473925	1861022	68.85004535147392	3036287	002_20141016	the process but we are near at the end and we have a really pact agenda today so let me begin with the chairs announcements first of all the linguistic profile the interpretation unfortunately in danish latvian greek croatian and maltese is very unfortunately not available during the meeting my pologies secondly on our coordinators decisions	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20141016.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20141016/004_20141016.wav	68.85006802721088	3036288	87.80006802721088	3871983	003_20141016	the last twenty september the coordinators decided to the drafting of a libya oral question on the situation in the mediterranean in view of the november plenary and if there are no objections this recommendation is adopted	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20141016.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20141016/005_20141016.wav	87.80009070294784	3871984	104.05009070294784	4588609	004_20141016	secondly we have the state of play on the ongoing negotiations with the council and the first one is the protection of financial interests this one is from mr lopes agila	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20141016.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20141016/006_20141016.wav	104.05011337868481	4588610	124.10011337868481	5472815	005_20141016	he will present and take the floor to in for members about the technical trilogues on the first and eit of october so one if you want to briefly take the floor and in for members of that trilogue please go ahead sin president just short notice about the procedure ahead a way ahead	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20141016.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20141016/007_20141016.wav	124.10013605442177	5472816	140.65013605442178	6202671	006_20141016	we have covered so far with the so called the peat file the protection of financial interests as u might all recall its criminal law in the making it is an example of this european parliament acting	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20141016.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20141016/008_20141016.wav	140.65015873015872	6202672	165.40015873015872	7294147	007_20141016	law maker in the field of criminal law by protecting the financial interests of the european union we should be somehow stepping forward to the institutionalisation and build up of the forthcoming european public prosecutors office so theoretically this is a precondition to make it happen	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20141016.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20141016/009_20141016.wav	165.4001814058957	7294148	192.0501814058957	8469413	008_20141016	to make it feasible so it is the utmost importance that we should do our best to complete the file within the remisis of the italian undertaking presidency they have put some political will into it so there are good perspectives that we could see it coming to a finalisation a happy ending but still still there is a way to go negotiations on these fift directive	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20141016.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20141016/010_20141016.wav	192.05020408163264	8469414	221.40020408163267	9763749	009_20141016	started in cooperation with the cont committee the rapporteur for the cont committees our colleague from the epp fo greatly inglabotgressly but i am the rapporteur for the libe committee on the file we have had on number of trilogues i chaired the trilogues first and october the second regarding the articles which involved most the interests and competence of this libe committee	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20141016.wav
