	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20160420/001_20160420.wav	0.0	0	17.95	791595	000_20160420	m colleagues if you could take your seats please so good morning colleagues we begin with the adoption of the agenda	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20160420.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20160420/002_20160420.wav	17.95002267573696	791596	40.30002267573696	1777231	001_20160420	mr prprssdentwe know that ts fifteen the question for written answer to the commission of nine february by jeradepray on the member states that consider turkey a safe third country will take place after twenty one and eighteen five and if there are no objections to the agenda as modified it is adopted	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20160420.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20160420/003_20160420.wav	40.300045351473926	1777232	68.95004535147392	3040697	002_20160420	on the adoption of the minutes of the meetings of nineteen october and third september are before you and if there are no objections to the minutes they are also adopted so we come to point three my announcements linguistic profile please note that unfortunately interpretation and gali creation will not be available today and now i come to the endorsement of coordinators recommendations under a rule two of five	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20160420.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20160420/004_20160420.wav	68.95006802721089	3040698	98.70006802721089	4352673	003_20160420	first of all nomination of rapporteurs we have m ca keller of the greens who has been appointed rapporteur for the council decision of many council decision eu two thousand and fifteen and sixteen one establishing provisional measures in the area of international protection for the benefit of italy and greece and mr deasdemeri will be rapporteur for the two files of the smart borders package that is amending regulation eu two thousand and sixteen there nine nine as regards the use of the entry exit system	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20160420.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20160420/005_20160420.wav	98.70009070294785	4352674	120.75009070294784	5325079	004_20160420	there is the committee endorse these recommendations made by the coordinators they are so endorsed and the third point her colleagues is that the sad sub committee and our committee will hold a hearing this often one that is a three a block in ps five bes er is era one	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20160420.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20160420/006_20160420.wav	120.7501133786848	5325080	137.70011337868482	6072575	005_20160420	on securing the external borders of the eu a challenge for external and internal security the ongoing action to combat criminal smuggling at the borders of the eu i would just say on this point that a lot of work is gone into putting this hearing together	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20160420.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20160420/007_20160420.wav	137.70013605442176	6072576	160.95013605442176	7097901	006_20160420	i know how overstretch leaving members are just coping with this committee never minded other work but if colleagues were able to attend that meeting that would be i would be very grateful al also be at that meeting and given our various files in this area your attendance would be appreciated	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20160420.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20160420/008_20160420.wav	160.95015873015873	7097902	184.50015873015872	8136457	007_20160420	ok a finally just another quick point but important to many colleagues that you may have noticed that hor calpies of committee documents are not routinely available and this was decided by coordinators because in other committees	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20160420.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20160420/009_20160420.wav	184.5001814058957	8136458	202.9501814058957	8950103	008_20160420	hard copies are no longer systematically distributed in the committee room so just to remind you that you can get them from the ashes on request and we deliberately do this to reduce the paper and to cut costs and to be environmentally family s it is not that	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20160420.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20160420/010_20160420.wav	202.95020408163265	8950104	226.10020408163265	9971019	009_20160420	the ashers an the administration are missing anything if you have anything missing its deliberate so please ask if there is anything in hard copy that you need and you will receive it we come to point for the european union agency for law enforcement cooperation and training the europol file	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20160420.wav
