	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070201/001_2015070201.wav	0.0	0	28.45	1254645	000_2015070201	i would like to continue our meeting without along wating a our first point for this afternoon is indicators of immigrant integration two thousand and fifteen report jointly published by the ocd and the european commission	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070201.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070201/002_2015070201.wav	28.45002267573696	1254646	48.30002267573696	2130031	001_2015070201	we are waiting for mr gore cd secretary general and he will come slot later and we will present this this report but first of all we have the pleasure to welcome ms bill in the pike from the dg home	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070201.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070201/003_2015070201.wav	48.300045351473926	2130032	70.35004535147392	3102437	002_2015070201	and i think so we can we can start with your presentation just to revive very shortly this joint publication by the oecd and the european commission presents the first broad international comparision across all eu and the oscd countries of the outcomes for immigrants and their children	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070201.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070201/004_2015070201.wav	70.35006802721088	3102438	97.00006802721089	4277703	003_2015070201	through twenty seven indicators organised around five areas employment education and skill social inclusion civic engagement and social cohesion in addition two special chapters are dedicated to specific groups the first group is that of young people with an immigrant background often seen as the benchmark for the success or failure of integration	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070201.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070201/005_2015070201.wav	97.00009070294784	4277704	126.45009070294785	5576449	004_2015070201	the second group are third country nationals in the european union who at the target of eu integration policy and i am absortly sure that defending of this report will be extremely interest for our committee so pie you have secretary general arrived we can wait moment for	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070201.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070201/006_2015070201.wav	126.4501133786848	5576450	144.9001133786848	6390095	005_2015070201		/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070201.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070201/007_2015070201.wav	144.90013605442178	6390096	166.15013605442178	7327221	006_2015070201	ms then we have the plasure to welcome mr angelgoria secretary general of the oecd and he will just present us this formally mentioned report of the oecd and the european commission mr korea you have the floor	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070201.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070201/008_2015070201.wav	166.15015873015872	7327222	184.90015873015872	8154097	007_2015070201	thank you very much distinguish members of the european parliament ladies and men i am delighted to present to you some of the key findings of our new report indicators of immigrant integration two thousand and fifteen	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070201.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070201/009_2015070201.wav	184.9001814058957	8154098	206.4501814058957	9104453	008_2015070201	settling in i think you have all copies of it and if not of course it they are they are available and clearly they are also in our website this publication is the first broad international comparison	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070201.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070201/010_2015070201.wav	206.45020408163265	9104454	228.50020408163266	10076859	009_2015070201	across all eu and oecd countries of the economic and social outcomes of immigrants and their children in host countries it contains the largest compilation of information on the question of integration ever under	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070201.wav
