	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/001_2018071002.wav	0.0	0	28.75	1380000	000_2018071002	mr afteniebeing here il be me this afternoon sharing de libe session getting started with the point remaining points in the order of the day and then on words we will having the specialised hearing on visa cod and humanitarian visible first things first let us here for from the interpreters the ana message	mr afteniebeing here ill be me this afternoon sharing deliver session getting started with the point remaining points in the order of the day and then on words we will having the specialised hearing on visa code and humanitarian visible first things first let us here for from the interpreters the gan a message	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	7
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/002_2018071002.wav	28.750020833333334	1380001	56.00002083333333	2688001	001_2018071002	for all of us reminding us of of their strike and their cleamspleasegoaheadthe interpret wish to inform you that our industrial dispute is still ongoing as a result we have been requisition for this meeting and thus we will be providing interpretation but only until of the official end of the meeting mr prsi we thank you again interprets you know that we wish you le	for all of us reminding us of of their strike and their cleamspleasegoaheadthe interpret wish to inform you that our industrial dispute is still ongoing as a result we have been requisition for this meeting and thus we will be providing interpretation but only until of the official end of the meeting prsi we thank you again interprets you know that we wish you well	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	6
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/003_2018071002.wav	56.00004166666667	2688002	72.55004166666667	3482402	002_2018071002	all the best for you any made claims and thank you for being there for being there and of course will try a best to to do it right on time for the next three i was on the half	all the best for you any made claims and thank you for being there for being there and of course will try a best to to do it right on time for the next three i was on the half	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/004_2018071002.wav	72.5500625	3482403	95.9000625	4603203	003_2018071002	mr president which is exactly the time that has been schedule for these afternoon session so let us started with the first point in the safternunsession of the order the day which concerns the implementing decision on subjecting the new sy coactive substances well i will spare the details of the	mr president which is exactly the time that has been schedule for these afternoon session so let us started with the first point in the safternunsession of the order the day which concerns the implementing decision on subjecting the new sy coactive substances well i will spare the details of the	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/005_2018071002.wav	95.90008333333333	4603204	125.15008333333333	6007204	004_2018071002	the cyco active substances which are referred to in the paragraph of this point of the order the day but the subject manner the substance of the whole thing is the consultation il a draft council implementing decision on subjecting to us y corrupted sycoructive substances to control measures measures and the rapporteur happens to be our colleague mr skripek	the cyco active substances which are referred to in the paragraph of this point of the order the day but the subject manner the substance of the whole thing is the consultation all a draft council implementing decision on subjecting to us y corrupted sycoructive substances to control measures measures and the rapporteur happens to be our colleague mr scripec	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	4
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/006_2018071002.wav	125.15010416666667	6007205	147.20010416666668	7065605	005_2018071002	and then you go and it i will be some time for the shadow rapporteurs they wish to say something please the rapporteur the flow is yours pleased mr president	and then you go and it i will be some time for the shadow rapporteurs they wish to say something please the rapporteur the flow is yours pleased mr president	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/007_2018071002.wav	147.200125	7065606	167.550125	8042406	006_2018071002	the security of european citizens is a vital task of our institutions and agencies from border controls law enforcement bodies and judiciaries we are mandated to protect citizens from external and internal threats	the security of european citizens is a vital task of our institutions and agencies from border controls law enforcement bodies and judiciaries we are mandated to protect citizens from external and internal threats	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/008_2018071002.wav	167.55014583333335	8042407	184.40014583333334	8851207	007_2018071002	it is shocking to know that european citizens are dying is a result of a threat that arrives in the male box sees because these drugs you can order and they will be delivered to you by regular post	it is shocking to know that european citizens are dying is a result of a threat that arrives in the male box sees because these drugs you can order and they will be delivered to you by regular post	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/009_2018071002.wav	184.40016666666668	8851208	200.85016666666667	9640808	008_2018071002	not even parents can have a knowledge about this or even any other people and criminal gangs and manufacturers profit around the world by sending their drugs to european home from far abroad	not even parents can have a knowledge about this or even any other people and criminal gangs and manufacturers profit around the world by sending their drugs to european homes from far abroad	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	1
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/010_2018071002.wav	200.8501875	9640809	218.8001875	10502409	009_2018071002	eu legislation provides for cooperation on putting these new secactive cycoactive substances so called legal his being sold into the european union framework two thousand ad eight	eu legislation provides for cooperation on putting these new secactive cycoactive substances so called legal his being sold into the european union framework two thousand and eight	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	1
10	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/011_2018071002.wav	218.80020833333333	10502410	236.15020833333332	11335210	010_2018071002	le three eight seven includes growing list of substances to be evaluated to share data between member states and then ban them across the whole european union each few months new drugs are added	slash three eight seven includes growing list of substances to be evaluated to share data between member states and then ban them across the whole european union each few months new drugs are added	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	4
11	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/012_2018071002.wav	236.15022916666666	11335211	259.70022916666665	12465611	011_2018071002	the widely acknowledge fentenal problem is killing huzends in the usa and is responsible for many death here in the european union these two drugs we are considering today have killed more than sixty five european citizens since june two thousand and seventeen only mostly in sweden	the widely acknowledge fentenal problem is killing huzends in the usa and is responsible for many death here in the european union these two drugs we are considering today have killed more than sixty five european citizens since june two thousand and seventeen only mostly in sweden	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
12	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/013_2018071002.wav	259.70025	12465612	278.95025	13389612	012_2018071002	where it was spread so much they have attractive street names like syntitic heroin or f or methoxsy often users do not know the potency of these drugs and many	where it was spread so much they have attractive street names like syntitic heroin or f or methoxsy often users do not know the potency of these drugs and many	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
13	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/014_2018071002.wav	278.9502708333333	13389613	301.50027083333333	14472013	013_2018071002	they are fifty times more powerful than opium the first fix is often their last as it leads to respiratory depression canagous imagine someone someone to take this drug and in couple of minutes or in some very short time facing death le	they are fifty times more powerful than opium the first fix is often their last as it leads to respiratory depression canagous imagine someone someone to take this drug and in couple of minutes or in some very short time facing death	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	3
14	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/015_2018071002.wav	301.50029166666667	14472014	323.65029166666665	15535214	014_2018071002	i am going into the unnonreom of a deep secret with this excellent work of the european medicines agency and the european monitoring centre for drugs and drug ad action we can remain vigilant against these new killers arriving by post	i am going into the unnonreom of a deep secret with this excellent work of the european medicines agency and the european monitoring centre for drugs and drug ad action we can remain vigilant against these new killers arriving by post	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
15	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/016_2018071002.wav	323.6503125	15535215	352.7003125	16929615	015_2018071002	il drugs that sometimes have had medical or veterinary uses are abused here to offer legal highs mostly to edict and young adicted young men i am proud to be reportual this important legislative file and i thank colleagues for their work in bringing these two drugs under criminal law ad because speed is so important to avoid more death i look forward this passing through our committee this month	we drugs that sometimes have had medical or veterinary uses are abused here to offer legal highs mostly to edict and young adicted young men i am proud to be reportual this important legislative file and i thank colleagues for their work in bringing these two drugs under criminal law and because speed is so important to avoid more death i look forward this passing through our committee this month	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	3
16	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/017_2018071002.wav	352.70033333333333	16929616	370.25033333333334	17772016	016_2018071002	ad going to plenary vote september and i hope for successful both thank you very much for listening	and going to plenary vote september and i hope for successful vote thank you very much for listening	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	3
17	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/018_2018071002.wav	370.2503541666667	17772017	387.10035416666665	18580817	017_2018071002	mr preside i thank the rapporteur for his presentation and now as usual we get some time for the shadow rapporteurs to make their contributions if they ar willing to make	mr preside i thank the rapporteur for his presentation and now as usual we get some time for the shadow rapporteurs to make their contributions if they ar willing to make	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
18	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/019_2018071002.wav	387.100375	18580818	402.850375	19336818	018_2018071002	their statements place do it in the usual order first epp is there anyone representing mr barresocktiper which is not in the room as i see not the case	their statements place do it in the usual order first epp is there anyone representing mr barresocktiper which is not in the room as i see not the case	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
19	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/020_2018071002.wav	402.8503958333333	19336819	432.40039583333333	20755219	019_2018071002	mr preside i absolutely agree ad and i support the rapporteur on this issue as he was saying these are two very dangerous substances the rapporteur has gone in to detail so i went repeat what he has already said	mr preside i absolutely agree and i support the rapporteur on this issue as he was saying these are two very dangerous substances the rapporteur has gone in to detail so i went repeat what he has already said	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	3
20	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/021_2018071002.wav	432.4004166666667	20755220	452.1504166666667	21703220	020_2018071002	i just wanted to say that these two substances have been linked to a number of deathsdpartiularly the cycleapropilfentinal which was be linked to seventy seven deaths	i just wanted to say that these two substances have been linked to a number of deathsdpartiularly the cycleapropilfentinal which was be linked to seventy seven deaths	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
21	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/022_2018071002.wav	452.1504375	21703221	479.5004375	23016021	021_2018071002	mr this was primarily when people are using nazaled spraze with the drug there is a major risk of overdose in these cases there was one small child who took ad nasal spray of this type from their parent and unfortunately that chile died	this was primarily when people are using nazaled spraze with the drug there is a major risk of overdose in these cases there was one small child who took and nasal spray of this type from their parent and unfortunately that chile died	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	4
22	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/023_2018071002.wav	479.5004583333333	23016022	497.85045833333334	23896822	022_2018071002	as for the other substances met the oxiasetlfentinil that has been linked to thirteen deaths so like the rapporteur i very much hope that we will be able to get this file through the plenary in september so that we can start to combat these very unpresent drugs	as for the other substances met the oxiasetlfentinil that has been linked to thirteen deaths so like the rapporteur i very much hope that we will be able to get this file through the plenary in september so that we can start to combat these very unpresent drugs	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
23	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/024_2018071002.wav	497.8504791666667	23896823	514.4004791666666	24691223	023_2018071002	mr red anyone else willing to step in i do not see mitepagasatumbe for all de neither martina anderson for gue if it is not ec	red anyone else willing to step in i do not see mitepagasatumbe for all de neither martina anderson for gue if it is not the case	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	9
24	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/025_2018071002.wav	514.4005	24691224	531.0505	25490424	024_2018071002	no one else well di du by now i am only announcing that the deadline for tabling amendments is set july the sixteen at sixteen hundred	no one else well dildu by now i am only announcing that the deadline for tabling amendments is set july the sixteen at sixteen hundred	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	1
25	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/026_2018071002.wav	531.0505208333333	25490425	553.5005208333333	26568025	025_2018071002	neither the commission would like to comment on the matter president reda presintannow the next point exactly on time right on time the next point in the order of day is the one concerning the libe mission to cyprus which took place april from third to fifth this year two thousand and eighteen	neither the commission would like to comment on the matter president president presintandnow the next point exactly on time right on time the next point in the order of day is the one concerning the libya mission to cyprus which took place april from third to fifth this year two thousand and eighteen	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	9
26	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/027_2018071002.wav	553.5005416666667	26568026	575.9505416666667	27645626	026_2018071002	this is the presentation of the draft mission report and it is actually me because i shared this delegation to cyprus and tiscadual for this point in the order days the next fifteen minutes is just a matter of sharing with you a sem views on the development	this is the presentation of the draft mission report and it is actually me because i shared this delegation to cyprus and tiscadual for this point in the order days the next fifteen minutes is just a matter of sharing with you a sem views on the development	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
27	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/028_2018071002.wav	575.9505625	27645627	593.4005625	28483227	027_2018071002	of this delegation on cyprus early april du remember that the objective of the mission was gathering information concerning the latest events and works of the committee of the missing persons in cyprus	of this delegation on cyprus early april you remember that the objective of the mission was gathering information concerning the latest events and works of the committee of the missing persons in cyprus	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	2
28	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/029_2018071002.wav	593.4005833333333	28483228	614.1505833333333	29479228	028_2018071002	by communal investigative body established under the auspices of the united nations to look into cases of persons reported missing during the events of usd nine hnred and sixty three and sixty four and mostly und nine hundred and seventy four the partition of the island which still	by communal investigative body established under the auspices of the united nations to look into cases of persons reported missing during the events of usd nine hnred and sixty three and sixty four and mostly hound nine hundred and seventy four the partition of the island which still	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	2
29	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/030_2018071002.wav	614.1506041666667	29479229	640.4006041666667	30739229	029_2018071002	stands the delegation aimed at assessing the progress in the identification works and analysing the perspectives for the forceable future including the estimated time frame to recover all or at least a majority of those missing as well as the level of cooperation of the involved	stands the delegation aimed at assessing the progress in the identification works and analysing the perspectives for the forceable future including the estimated time frame to recover all or at least a majority of those missing as well as the level of cooperation of the involved	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
30	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/031_2018071002.wav	640.400625	30739230	668.750625	32100030	030_2018071002	authorities on the ground and the founding of the project which lies mostly at the expenses of the european union so let me just share with you some of the main features of this draft report that i have delivered to your all and its ad your disposal first point the background we had a resolution	authorities on the ground and the founding of the project which lies mostly at the expenses of the european union so let me just share with you some of the main features of this draft report that i have delivered to your all and its at your disposal first point the background we had a resolution	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	1
31	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/032_2018071002.wav	668.7506458333334	32100031	687.9006458333333	33019231	031_2018071002	june eighteen two thousand and eight so a couple of terms before this one of this european parliament in which the libe committee requested to follow up requested the european parliament to follow up the issue of mission persons and cyprus	june eighteen two thousand and eight so a couple of terms before this one of this european parliament in which the libe committee requested to follow up requested the european parliament to follow up the issue of missing persons and cyprus	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	2
32	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/033_2018071002.wav	687.9006666666667	33019232	706.8506666666667	33928832	032_2018071002	and take all possible steps to convince all parties concerned to contribute sincerely and actively to the indeevors and investigation into the fate of each and every missing personal then we have a declaration june two thousand and eleven	and take all possible steps to convince all parties concerned to contribute sincerely and actively to the indeevors and investigation into the fate of each and every missing personal then we have a declaration june two thousand and eleven	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
33	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/034_2018071002.wav	706.8506875	33928833	722.4006875	34675233	033_2018071002	on the work of this committee of missing persons in cyprus and we had a resolution february two thousand and fifteen this mandate of the european parliament in which we assessed the works on the mass grapes	on the work of this committee of missing persons in cyprus and we had a resolution february two thousand and fifteen this mandate of the european parliament in which we assessed the works on the mass grapes	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
34	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/035_2018071002.wav	722.4007083333333	34675234	750.9507083333333	36045634	034_2018071002	of the missing persons on asia and omit village in the occupied part of cyprus we insisted as the european parliament on the need to proceed with the work to find identify and identify those missing persons ad in two thousand and sixteen i myself was appointed as your standing rapporteur on the issue that is why we	of the missing persons on asia and omit village in the occupied part of cyprus we insisted as the european parliament on the need to proceed with the work to find identify and identify those missing persons and in two thousand and sixteen i myself was appointed as your standing rapporteur on the issue that is why we	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	1
35	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/036_2018071002.wav	750.9507291666666	36045635	770.3007291666667	36974435	035_2018071002	this delegation to cyprus in the works of the libe committee and we launched the delegation aimed at assessing the progress on the ground at the level of the cooperation of the authorities well with this purpose in mind we fulfil eu	this delegation to cyprus in the works of the libe committee and we launched the delegation aimed at assessing the progress on the ground at the level of the cooperation of the authorities well with this purpose in mind we fulfil the	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	3
36	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/037_2018071002.wav	770.30075	36974436	799.25075	38364036	036_2018071002	thoroughly hundred the order of the day and the working programme which was established for this delegation from april third to april fourth from nine to twenty hundred twenty two hundred which means that we exhausted the couple of working days was started with	thoroughly hundred the order of the day and the working programme which was established for this delegation from april third to april fourth from nine to twenty hundred twenty two hundred which means that we exhausted the couple of working days was started with	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
37	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/038_2018071002.wav	799.2507708333334	38364037	815.7007708333333	39153637	037_2018071002	meetings with the special representative and head of the united nations peace keeping force in cyprus mrs elisabet pa then we also mr	meetings with the special representative and head of the united nations peace keeping force in cyprus mrs elisabet spar then we also med	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	4
38	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/039_2018071002.wav	815.7007916666666	39153638	841.1507916666667	40375238	038_2018071002	accompanying mrs spear mr plan ani which is the member of the committee of missing persons in cyprus appointed by the united nations she and he delivered briefly on the backgrounds of the mandate and current tasks of this united nation bis keeping force in cyprus to prevent further	accompanying ms spear mbolanhiani which is the member of the committee of missing persons in cyprus appointed by the united nations she and he delivered briefly on the backgrounds of the mandate and current tasks of this united nation bis keeping force in cyprus to prevent further	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	6
39	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/040_2018071002.wav	841.1508125	40375239	864.3008125	41486439	039_2018071002	fighting between the greek and the turkish cyprat communities the illustrated on the backgrounds of the conflict resolutions that were one adopted by the security council and following events but mostly they delivered on the	fighting between the greek and the turkish cyprat communities the illustrated on the backgrounds of the conflict resolutions that were one adopted by the security council and following events but mostly they delivered on the	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
40	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/041_2018071002.wav	864.3008333333333	41486440	881.9508333333333	42333640	040_2018071002	precise points of the mandate which are of concern in the present time namely some indications on the budget of the comittee of mission persons which is currently three	precise points of the mandate which are of concern in the present time namely some indications on the budget of the comittee of mission persons which is currently three	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	0
41	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018071002/042_2018071002.wav	881.9508541666667	42333641	903.7008541666667	43377641	041_2018071002	million eu of which two six million comes directly from the eu budget they also replied questions from the members us to the access to the military areas to military zones the so called restricted zones explaining that it is no longer an issue	million of which two six million comes directly from the eu budget they also replied questions from the members us to the access to the military areas to military zones the so called restricted zones explaining that it is no longer an issue	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018071002.wav	3
