	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018020102/001_2018020102.wav	0.0	0	28.05	1237005	000_2018020102			/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018020102.wav	0
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018020102/002_2018020102.wav	28.05002267573696	1237006	57.60002267573696	2540161	001_2018020102	m everyone ready the annual report on the situation of fundamental rights in the eu two thousand and sixteen understand the rapporteur does not wish to take the floor so be can god straight to the votes and we begin with compromise one the voters open	m everyone ready the annual report on the situation of fundamental rights in the eu two thousand and sixteen understand the rapporteur does not wish to take the floor so be can god straight to the votes and we begin with compromise one the voters open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018020102.wav	0
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018020102/003_2018020102.wav	57.60004535147392	2540162	85.25004535147393	3759527	002_2018020102	mr as everyone voted to votes closed that is carried compromise to the voters opens at is carried compromise three voters	mr as everyone voted to votes closed that is carried compromise to the voters opens at is carried compromise three voters	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018020102.wav	0
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018020102/004_2018020102.wav	85.25006802721089	3759528	110.20006802721089	4859823	003_2018020102	led carried compromise for voters openloedcariecompromisefive voters open le	led carried compromise for voters openloedcariecompromisefive voters open le	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018020102.wav	0
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018020102/005_2018020102.wav	110.20009070294785	4859824	129.35009070294785	5704339	004_2018020102	carried ompromise six voters open closed carried compromise fourteen voters open	carried ompromise six voters open closed carried compromise fourteen voters open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018020102.wav	0
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018020102/006_2018020102.wav	129.3501133786848	5704340	149.4001133786848	6588545	005_2018020102	lo carried compromise nineteen voters open le carried compromise seven votes open	lo carried compromise nineteen voters open le carried compromise seven votes open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018020102.wav	0
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018020102/007_2018020102.wav	149.40013605442178	6588546	175.15013605442178	7724121	006_2018020102	carried compromise nine votersopnaried compromise sixteenversopenarried compromise ten voters open	carried compromise nine votersopnaried compromise sixteenversopenarried compromise ten voters open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018020102.wav	0
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018020102/008_2018020102.wav	175.15015873015872	7724122	196.20015873015873	8652427	007_2018020102	meclsecariedcompromisealeveearied compromise eight votes open	meclsecariedcompromisealeveearied compromise eight votes open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018020102.wav	0
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018020102/009_2018020102.wav	196.2001814058957	8652428	216.35018140589568	9541043	008_2018020102	paid compromise twelve voters open carried amendment three six two voters open	paid compromise twelve voters open carried amendment three six two voters open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018020102.wav	0
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018020102/010_2018020102.wav	216.35020408163265	9541044	241.80020408163264	10663389	009_2018020102	voters closed that is rejected colleagues be attention compromise at twenty one voters open voters led	voters closed that is rejected colleagues be attention compromise at twenty one voters open voters led	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018020102.wav	0
