	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022401/001_2015022401.wav	0.0	0	24.05	1060605	000_2015022401	with morning or colleagues our gas please take your seats we would like to start our meeting	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022401.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022401/002_2015022401.wav	24.05002267573696	1060606	40.90002267573696	1803691	001_2015022401	our interparliamentary committee meeting on smart borders package this is the third session of this meeting and this morning we will deal with the characteristics and challenges for different types of border	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022401.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022401/003_2015022401.wav	40.90004535147392	1803692	65.85004535147392	2903987	002_2015022401	mr president it is clear for all of us that borders might be very different and therefore any decision which will be taken at the end has to be implementable at all border crossing points so therefore we decided to have three speakers in this session which will give us their perspective respectively for land borders their borders and sea borders	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022401.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022401/004_2015022401.wav	65.85006802721088	2903988	89.50006802721089	3946953	003_2015022401	i would invite all the speakers to try to respect speaking time so to have enough time for discussion at the end and after the presentation of our key note speakers i invite colleagues to take the floor we will have interventions from two members of national parliaments followed by one member of the european parliament	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022401.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022401/005_2015022401.wav	89.50009070294784	3946954	118.75009070294784	5236879	004_2015022401	those members who wish to participate i ask to indicate as soon as possible members of national parliament would like to take the floor should fell in the distributed speaking card as used as yesterday and there are to different speaking cards a blue one for the first session and an orange one for the second session and for the meps as usual raise your hand our first speak	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022401.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022401/006_2015022401.wav	118.7501133786848	5236880	138.70011337868482	6116675	005_2015022401	this morning is mr bromquist from flinland who we speak about the situation at the land border so mr bromkitheflormadam president honourable members of the european and national parliaments ladies and gentlemen	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022401.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022401/007_2015022401.wav	138.70013605442176	6116676	168.35013605442177	7424241	006_2015022401	it is a letter and great honour to be here today to present the challenges we face at the finnish land bordercrossing points and how we see the smart borders package can help us in the future the challenging issues at our one three hundred killomedes long eastern land borders can be divided into three main blocks the first one is increasing travel flows which we heard already yesterday	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022401.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022401/008_2015022401.wav	168.35015873015874	7424242	184.00015873015872	8114407	007_2015022401	the second one is passenger profiles and different brace to cross the border we have trained buses cars and so on and finally better conditions	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022401.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022401/009_2015022401.wav	184.0001814058957	8114408	208.35018140589568	9188243	008_2015022401	travel flows are increasing ten twenty in every year as you can see from this light only exception was the year two thousand and fourteen because the trouble crss down right in the turn of the year between the christmas and new year period of time travel flows are to highest and now when the rouble crass down also the travel flows decreased	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022401.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015022401/010_2015022401.wav	208.35020408163265	9188244	230.00020408163266	10143009	009_2015022401	the apl cause is sown in the pri picture up our right hand corner we are sure that the travel flows will increase again after the final sia situation is getting better and there is a huge potential at the rest on side to travel to finland	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015022401.wav
