	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170615/001_20170615.wav	0.0	0	28.95	1276695	000_20170615	de we move immediately to the first vote and i welcome the chair of the committee or colleagues from cont and this is the fight against fraud to the unions financial interests by means of criminal law we proceed to the vote on the council position at first reading on the pif directive no amendments have been tabled it is a single vote by rod call we proceed to the vote the voters open	we move immediately to the first vote and i welcome the chair of the committee or colleagues from cont and this is the fight against fraud to the unions financial interests by means of criminal law we proceed to the vote on the council position at first reading on the pif directive no amendments have been tabled it is a single vote by rod call we proceed to the vote the voters open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170615.wav	3
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170615/002_20170615.wav	28.95002267573696	1276696	50.70002267573696	2235871	001_20170615	mr preerecoleagusonthis vote and there is one too many from the greens that is the first so if the greens could please adjust there	mr preerecoleagusonthis vote and there is one too many from the greens that is the first so if the greens could please adjust there	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170615.wav	0
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170615/003_20170615.wav	50.700045351473925	2235872	73.15004535147392	3225917	002_20170615	delegation that is fine ok the voters now close and that is carage fifty six votes twelve against nd no assentions and congratulations to the rapporteurs ms grassle and to mr lopez aguilar	delegation that is fine ok the voters now close and that is carage fifty six votes twelve against nd no assentionsand congratulations to the rapporteurs ms grasla and to mr lopes agila	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170615.wav	6
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170615/004_20170615.wav	73.15006802721088	3225918	89.60006802721088	3951363	003_20170615	thank you colleagues and thank you to colleagues from the cont committee we now proceed to our votes from libe if further colleagues could leave quitely will wilstraight to the two libe votes	thank you colleagues and thank you to colleagues from the cont committee we now proceed to our votes from libya if further colleagues could leave quitely will wilstraight to the two lib votes	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170615.wav	3
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170615/005_20170615.wav	89.60009070294785	3951364	116.15009070294785	5122219	004_20170615	colleagues if if r colleagues from the cont committee could leave quitelypreidentouldlequitelmpresidentcleagueswemrpresiden we now move to the the vote on conditions	m colleagues if if r colleagues from the cont committee could leave quitelypreidentouldlequitelmpresidentcleagueswemrpresiden we now move to the the vote on conditions	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170615.wav	2
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170615/006_20170615.wav	116.15011337868481	5122220	132.5001133786848	5843255	005_20170615	mr president we are now move to the votes on the conditions of entry and residents of third country nationals for the purposes of highly skilled employment we can proceed to the vote with two comments one is that	mr president we are now move to the votes on the conditions of entry and residents of third country nationals for the purposes of highly skilled employment we can proceed to the vote with two comments one is that	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170615.wav	0
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170615/007_20170615.wav	132.50013605442177	5843256	155.25013605442177	6846531	006_20170615	we have a comment on the employment amendments this was under rule fifty four of course so the on page eighteen under compromise thirteen there is no mention that this is covered by a compromise and on thirty seven amongst the rest of the employment amendments as	we have a comment on the employment amendments this was under rule fifty four of course so the un page eighteen under compromise thirteen there is no mention that this is covered by a compromise and on thirty seven amongst the rest of the employment amendments as	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170615.wav	1
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170615/008_20170615.wav	155.25015873015872	6846532	184.20015873015873	8123227	007_20170615	it is listened as fallowing if the compromises adopted however it appears that there is a link to compromise fourteen so i would propose if there are no objections that the employment amendment eleven is actually regarded as covered under compromise thirteen and falls i compromise thirteen and not fourteen as adopted if any of you actually understand that then that is going to be good because i kind of understand it but let us move on anyway so	it is listened as fallowing if the compromises adopted however it appears that there is a link to compromise fourteen so i would propose if there are no objections that the employment amendment eleven is actually regarded as covered under compromise thirteen and falls i compromise thirteen and not fourteen as adopted if any of you actually understand that then that is going to be good because i kind of understand it but let us move on anyway so	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170615.wav	0
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170615/009_20170615.wav	184.2001814058957	8123228	206.0501814058957	9086813	008_20170615	a colleague we go to the first the first vote and this is amendment one two nine the rejection of the commission proposals everyone ready amendment one to nine rejection of the commission and proposal the voters open	a colleague we go to the first the first vote and this is amendment one two nine the rejection of the commission proposals everyone ready amendment one to nine rejection of the commission and proposal the voters open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170615.wav	0
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170615/010_20170615.wav	206.05020408163264	9086814	229.50020408163266	10120959	009_20170615	votes	votes	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170615.wav	0
