	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018062102/001_2018062102.wav	0.0	0	22.35	1072800	000_2018062102	mr president ok colleagues thank you for your patients and we are going to begin this important hearing i am delighted that again our two committees fan the womens committee and libe committee	mr president ok colleagues thank you for your patients and we are going to begin this important hearing i am delighted that again our two committees fan the womens committee and libe committee	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018062102.wav	0
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018062102/002_2018062102.wav	22.350020833333332	1072801	48.50002083333333	2328001	001_2018062102	but it do not le around we will get more people i am sure lot s people watching on the web stream this is an important is an extremely important hearing ad again it shows our two committee s working together strongly and we have been not just on hearings ad on these issues but also legislatively on many important files so	but it do not lek around we will get more people i am sure lot s people watching on the web stream this is an important is an extremely important hearing and again it shows our two committees working together strongly and we have been not just on hearings and on these issues but also legislatively on many important files so	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018062102.wav	4
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018062102/003_2018062102.wav	48.50004166666667	2328002	65.45004166666666	3141602	002_2018062102	i am really happy that that continues so and we have in the chair from farm mr pimenta lopes so represent sanding in for reliablinkovichita	i am really happy that that continues so and we have in the chair from farm mr pemente lopes so represent sanding in for reliablinkovichita	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018062102.wav	2
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018062102/004_2018062102.wav	65.4500625	3141603	95.2000625	4569603	003_2018062102	the chair of so thank you for being here le just if a ad introduce todays hearing and we have some excellent speakers and so i do not want to take up time before we can hear from them but just to introduce what it is we are discussing today is extremely important issue of the trafficking of women and children in the context of migration this seems to be	the chair of so thank you for being here colauesjustifacat introduce todays hearing and we have some excellent speakers and so i do not want to take up time before we can hear from them but just to introduce what it is we are discussing today is extremely important issue of the trafficking of women and children in the context of migration this seems to be	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018062102.wav	9
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018062102/005_2018062102.wav	95.20008333333334	4569604	113.35008333333333	5440804	004_2018062102	and issue that we all seem to know about everyone has an opinion about this new slavery of our times but today we want to go more in depth about our particular response to this our self power response our legislative response ad to develop a more	and issue that we all seem to know about everyone has an opinion about this new slavery of our times but today we want to go more in depth about our particular response to this our self power response our legislative response and to develop a more	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018062102.wav	1
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018062102/006_2018062102.wav	113.35010416666667	5440805	133.40010416666667	6403205	005_2018062102	targeted and focused response from this parliament of course we have discussed the trafficking in human beings on several occasions in both committees and the focus today will be on trafficking related to migratory movements in particular	targeted and focused response from this parliament of course we have discussed the trafficking in human beings on several occasions in both committees and the focus today will be on trafficking related to migratory movements in particular	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018062102.wav	0
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018062102/007_2018062102.wav	133.400125	6403206	162.850125	7816806	006_2018062102	all of us now that traffickers take advantage of vulnerabilities that arise in this context criminal activities we all know can develop on the great areas so call great areas resulting from the absence of legal pathways for third country migrants to reach the eu ad quite frankly there are no eu legal pathways currently very few if any most if there are legal pathways the virtue of national	all of us now that traffickers take advantage of vulnerabilities that arise in this context criminal activities we all know can develop on the great areas so call great areas resulting from the absence of legal pathways for third country migrants to reach the eu and quite frankly there are no eu legal pathways currently very few if any most if there are legal pathways the virtue of national	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018062102.wav	1
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018062102/008_2018062102.wav	162.85014583333333	7816807	179.20014583333332	8601607	007_2018062102	situations not through the eu so we have that problem and on the verge of legality people who want to migrate end up in situations where there they put their integrity and then a liberty at risk	situations not through the eu so we have that problem and on the verge of legality people who want to migrate end up in situations where there they put their integrity and then a liberty at risk	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018062102.wav	0
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018062102/009_2018062102.wav	179.20016666666666	8601608	203.85016666666667	9784808	008_2018062102	on the way to europe there are many dangerous situations for our committee we have recently been in niger and the agadas route and also in libya and we are heavily invested ad trying to understand in respond to some of the more brutal areas recently from myself i so women in the detention camps in libya	on the way to europe there are many dangerous situations for our committee we have recently been in niger and the agadas route and also in libya and we are heavily invested and trying to understand in respond to some of the more brutal areas recently from myself i so women in the detention camps in libya	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018062102.wav	1
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2018062102/010_2018062102.wav	203.8501875	9784809	228.6001875	10972809	009_2018062102	ad also women at the iom facilities in agadays and what they had in common was that many of them of course have been rape routine rape that goes on ad rutin abuse in these migration routes so for our committee we are very clear about how incredibly important it is to respond	and also women at the iom facilities in agadays and what they had in common was that many of them of course have been rape routine rape that goes on and rutin abuse in these migration routes so for our committee we are very clear about how incredibly important it is to respond	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2018062102.wav	2
