	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150914/001_20150914.wav	0.0	0	18.25	804825	000_20150914	mpeimthefollowing changes for you aprovl the vote show po	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150914.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150914/002_20150914.wav	18.25002267573696	804826	42.10002267573696	1856611	001_20150914	from thirteen september to fifteen september five fifteen the joint hearing on fifteen september shall be externeded heal one oclogpm meeting from an to cool paring twenty six on the eu framework for national roma integration strategy two thousand and fifteen shall be posed poland to the next febe meeting	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150914.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150914/003_20150914.wav	42.10004535147392	1856612	69.15004535147392	3049517	002_20150914	p twenty seven twenty nine on automated data exchange with regard to ductelafcopic data in sweden belgium and poland shalt start at for fitkpyntirty on wit the presentation of the draft report has been added to the presentation by the council and shelf start at the spifep thirty one on the	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150914.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150914/004_20150914.wav	69.15006802721088	3049518	92.70006802721089	4088073	003_20150914	eu us embrella agreement shall be prevented from five twenty five two hike and extraordinary coordinators meeting shalt start from kick pan on worlds in camera if the no objection of the agenda adopted motif	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150914.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150914/005_20150914.wav	92.70009070294785	4088074	112.85009070294785	4976689	004_20150914	mr cosi pleased know that interpretation in clarsian and gac we unfortunately not be available during todays meeting and and no isialallow endorsement of the coordinators recommendation	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150914.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150914/006_20150914.wav	112.85011337868481	4976690	142.4001133786848	6279845	005_20150914	the nominations of reporters reporteurs miceltimatikrcof ecr has been nominated rapporteur on the report access to consultation of the vita information system by the ignated authorities of member states and by europol for the poses of the prevention detection and and investigation of the terrorists of hen sit and of or serious criminal	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150914.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150914/007_20150914.wav	142.40013605442178	6279846	159.85013605442177	7049391	006_20150914	i monicaflasikovabenova have been nominated rapporteur on the first following report we following i to date at exchange with regard to dapcilof topic datineswite	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150914.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150914/008_20150914.wav	159.85015873015874	7049392	188.70015873015873	8321677	007_20150914	automated data exchange with regard to doctal of topic data invelgume automated data exchange with regard to adopted of topic data in poland the list of coordinators recommendations hare included in the meeting documents that the committee endorsed this coordinators recommendation	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150914.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150914/009_20150914.wav	188.7001814058957	8321678	217.5501814058957	9593963	008_20150914	we shall approve of minutes of meetings from a january feels february twenty three twenty four february and twenty fix february if there are no objection the mute adopted four five	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150914.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150914/010_20150914.wav	217.55020408163264	9593964	236.60020408163265	10434069	009_20150914	he next point in our agenda or presentation by the council and the commission and consideration of draft reports for four non legislative proposal and subjecting new cyceactive substances to control measures that deadline	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150914.wav
