	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017012401/001_2017012401.wav	0.0	0	20.75	915075	000_2017012401	morning colleagues sorry for the slightly late start and thank you to colleagues who were here on time we are going to begin on thirteen just a reminder we have the the point on the	morning colleagues sorry for the slightly late start and thank you to colleagues who were here on time we are going to begin on thirteen just a reminder we have the the point on the	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017012401.wav	0
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017012401/002_2017012401.wav	20.75002267573696	915076	48.40002267573696	2134441	001_2017012401	denmark in europol eleven thirteen we have today a three clock the structural dialogue with commissioner abremopulas just us a reminder to you for those points so we begin on the thirteen this is the issue of sycoactive substances and the rapporteur lorenzo fontana	den marking europolotelevend thirteen we have today a three clock the structural dialogue with commissioner abremopulas just as a reminder to you for those points so we begin on the thirteen this is the issue of sycoactive substances and the rapporteurs lerensof fontana	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017012401.wav	11
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017012401/003_2017012401.wav	48.40004535147392	2134442	66.25004535147393	2921627	002_2017012401	due to the three months deadline set by the council coordinators have decided to work in english only on this file so i want to ask mr fontana he would like to briefly present this report and the deadline for this report for the amendments	due to the three months deadline set by the council coordinators have decided to work in english only on this file so i want to ask mr kantan he would like to briefly present this report and the deadline for this report for the amendments	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017012401.wav	3
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017012401/004_2017012401.wav	66.25006802721089	2921628	94.40006802721088	4163043	003_2017012401	will be the twenty fi january so i light us mr fontana to present this report foladisefordepesientptbrefpresentationonthisad	will be the twenty fi january so i light as mr fontana to present this report foladisefordepesientptbrefpresentationonthisad	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017012401.wav	1
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017012401/005_2017012401.wav	94.40009070294785	4163044	110.65009070294785	4879669	004_2017012401	ad tom position from europol and the european jrocal monetary ing two thousan and thirteen following the request on commission and the member states the council asked for an asessment of the risks from	an tom position from europol and the european jrocal monetary ing two thousan and thirteen following the request on commission and the member states the council asked for an asessment of the risks from	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017012401.wav	1
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017012401/006_2017012401.wav	110.65011337868481	4879670	134.4001133786848	5927045	005_2017012401	consuming this new blakmanbasubsancethey also asked for a study to look into the involvement of criminal organisations and the possible impact of montering measures to be applied to this substance the scientific committee	consuming this new blakmanbasubsance they also asked for a study to look into the involvement of criminal organisations and the possible impact of montering measures to be applied to this substance the scientific committee	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017012401.wav	1
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017012401/007_2017012401.wav	134.40013605442178	5927046	161.25013605442177	7111131	006_2017012401	preside look into com of a composition of black member ad its last year again the commission and the council its assessment is risk assessment report and the main outcomes are that black member is classified as a synthetic can ab compound	preside look into com of a composition of black mumberanditslast year again the commission and the council its assessment is risk assessment report and the main outcomes are that black member is classified as a synthetic canaboidcomepound	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017012401.wav	10
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017012401/008_2017012401.wav	161.25015873015872	7111132	177.70015873015873	7836577	007_2017012401	no no as sintifit cano be noids that the substance appeared on the european drugs market in agus two thousand and fourteen at the latest ad twenty member states	no no as sintifit cano be noids that the substance appeared on the european drugs market in argus two thousand and fourteen at the latest and twenty member states	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017012401.wav	2
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017012401/009_2017012401.wav	177.7001814058957	7836578	207.35018140589568	9144143	008_2017012401	the make up the legal lite cyclactic substances included out to the risk hare they have ben twenty eight people de in twenty five a acute poisoning incidents as results of concerning this put out the is not on the control register of the member states in	the make up the legal lite cyclactic substances included out to the risk hare they have ben twenty eight people die in twenty five a accutepoisening incidents as results of concerning this put out the is not on the control register of the member states in	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017012401.wav	4
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017012401/010_2017012401.wav	207.35020408163265	9144144	225.60020408163265	9948969	009_2017012401	post mosoms in lands having looked into this on internet ad looking at this substance i think it is quite shocking to see what was there the consequences of taking this out a cintingcantiviable above the deaths obviously very serious ad	posmosoms in lands having looked into this on internet looking at this substance i think it is quite shocking to see what was there the consequences of taking this out a cintingcantiviable above the deaths obviously very serious	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017012401.wav	8
