	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015033101/001_2015033101.wav	0.0	0	27.25	1201725	000_2015033101	metcolgim going to make a start on the meeting because we are quite a number of chairs announcement and i would like to get through them a heat the rapporteur for the first	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015033101.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015033101/002_2015033101.wav	27.25002267573696	1201726	47.70002267573696	2103571	001_2015033101	i tin also here to a quite a number of chairs and i spent to for that reason i am going to start we really mit their time ing yesterday and again for that region i am going to to make it starts i think the rapporteur do not worry with quite a few cures announcements and also for the minute i am going to	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015033101.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015033101/003_2015033101.wav	47.700045351473925	2103572	66.35004535147392	2926037	002_2015033101	to without in details to please their one to me there quite a few the first tears announcement forgain linguistic profile please up the interpretation and danish lake the endailingan creation of unfortunately not available an again maltese will not be available on virtipomarch	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015033101.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015033101/004_2015033101.wav	66.35006802721088	2926038	86.20006802721089	3801423	003_2015033101	secondly the nomination of rapporteurs for opinions ms filbegreon for transparency for the own initiative report and the initiative report for the main committee will be accle mr pikenulemula for the budget two thousand and fifteen protection between commission	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015033101.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015033101/005_2015033101.wav	86.20009070294785	3801424	115.65009070294785	5100169	004_2015033101	the connection nine dps a main committeborthatis budget rebate study for two thousand and fifteen the coordinators a proved the lib research programme for two thousand and fifteen on the smart borders package coordinators agreed on requesting an opinion from the parliament legal service on the wish of the rapporteurs and shadow rapporteurs they also agreed to have a debate in plenary on the basis of oral question to the council i	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015033101.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015033101/006_2015033101.wav	115.65011337868481	5100170	133.1001133786848	5869715	005_2015033101	on the inco working group on the digital agenda the inco committee has set up a working group on the digital agenda whose activities are of interest to other committee including libe as regards fundamental rights and data protection	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015033101.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015033101/007_2015033101.wav	133.10013605442177	5869716	154.75013605442177	6824481	006_2015033101	the coordinators agreed to ask for more information on this working group some of you will be aware that this you as them an issue of interest to many colleagues so you coordinators that agreed to ask for more information on this working group i repeat that for colleagues our interest it	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015033101.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015033101/008_2015033101.wav	154.75015873015872	6824482	183.90015873015872	8109997	007_2015033101	the follow up on the inquiry on electronic mas surveillance of eu citizens coordinators agreed on the drafting of a resolution on the follow up to the european parliament resolution of the twelve of march two thousand and fourteen on the electronic mat surveillance an eu citizens the challenge of port the presentation of a draft resolution after the washington delegation at the end of march setting of a deadline for amendment in april and to put early in may to us to reach the plenary in may	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015033101.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015033101/009_2015033101.wav	183.9001814058957	8109998	207.6501814058957	9157373	008_2015033101	there will be an organisation of a hearing on antisemitism and islamophobia in europe and that is the official title here was agree to organise a hearing and that we cover the issues of antisemitism and blamophobia in europe and coordinate coordinators agreed on that title i am just going to read the official title antisemitism islamophobia and hate speech in europe	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015033101.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015033101/010_2015033101.wav	207.65020408163267	9157374	225.90020408163267	9962199	009_2015033101	on hearings coordinators agreed on holding an interparliamentary conference on twenty eight and twenty nine may on democratic oversight of intelligence services we should be the follow up for the resolution of the twelve march two thousand and fourteen	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015033101.wav
