	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017041202/001_2017041202.wav	0.0	0	21.35	941535	000_2017041202	if eu could leave quite ly i we are going to begin the rest of the libya agendapidclswe now have the opportunity to hear the to her the presentation of the draft report on the regulation a union resettlement framework and a rapporteur is malinbiork as you know colleagues this proposal	if you could leave quite ly i we are going to begin the rest of the libya agendapidclswe now have the opportunity to hear the to her the presentation of the draft report on the regulation a union resettlement framework and a rapporteur is malinbiork as you know colleagues this proposal	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017041202.wav	2
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017041202/002_2017041202.wav	21.350022675736962	941536	38.30002267573696	1689031	001_2017041202	addresses the need for safe and legal arrival to the eu building on the existing resettlement and humanitarian admission initiatives in the eu framework as well as on experience gain through national resettlement programmes	addresses the need for safe and legal arrival to the eu building on the existing resettlement and humanitarian admission initiatives in the eu framework as well as on experience gain through national resettlement programmes	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017041202.wav	0
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017041202/003_2017041202.wav	38.300045351473926	1689032	65.05004535147393	2868707	002_2017041202	the legislative proposal aims to establish a resettlement framework with the objective to facilitate policy on this matter so if we can have some quiet i am going to ask our rapport i won to ask our rapporteur to present her draft report on resettlement eu if you are leaving please leave quitelmalanyoufortopresentjf	the legislative proposal aims to establish a resettlement framework with the objective to facilitate policy on this matter so if we can have some quiet i am going to ask our rapport i won to ask our rapporteur to present her draft report on resettlement clues if you are leaving please leave quitelmalanyoufortopresentjf	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017041202.wav	4
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017041202/004_2017041202.wav	65.05006802721088	2868708	85.90006802721088	3788193	003_2017041202	thank you very much i will just wait until people have may be left the room quitely here we could pause juspr a pe seconds i think although we keep pausing people keep leaving at ely that not the only thing leg sit at such	thank you very much i will just wait until people have may be left the room quitely here we could pause juspr a pe seconds i think although we keep pausing people keep leaving otealythaotheonly toing leg sit at such	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017041202.wav	11
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017041202/005_2017041202.wav	85.90009070294785	3788194	115.55009070294784	5095759	004_2017041202	mr resident first of all i would like to thank the shadow rapporteurs the legal experts experts on the ground and of course the libya secretarial staff for their work together with me and my team when it comes to the european common asylum system that is currently under revision i we addresses different elements such as increased responsibility sharing	mr resident first of all i would like to thank the shadow rapporteurs the legal experts experts on the ground and of course the libya secretarial staff for their work together with me and my team when it comes to the european common asylum system that is currently under revision i we addresses different elements such as increased responsibility sharing	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017041202.wav	0
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017041202/006_2017041202.wav	115.55011337868481	5095760	139.8001133786848	6165185	005_2017041202	i will wait thentilitolitwith morequiretcolleagues i know the is probably important conversations going on but a rapporteur is presenting a resettlement report so it is quite mr president sat in the eu maybe the maybe the collegsdinot here the most important part where i thank the shadow rapporteurs their legal experts	i will wait thentilitolitwith morequiretcolleagues i know the is probably important conversations going on but a rapporteur is presenting a resettlement report so it is quite mr president sat in the begas maybe the maybe the collegsdinot here the most important part where i thank the shadow rapporteurs their legal experts	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017041202.wav	4
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017041202/007_2017041202.wav	139.80013605442176	6165186	162.15013605442178	7150821	006_2017041202	and also experts on the ground that and the libya secretary step that has supported me in my team in this work the common european asylum syste not currently enderovision deals with a lot of things we have several legislative faces going on here but as you all know there is a gap when it comes to the need for safe and legal arrivals to the eu	and also experts on the ground that and the libya secretary step that has supported me in my team in this work the common european asylum syste not currently enderovision deals with a lot of things we have several legislative faces going on here but as you all know there is a gap when it comes to the need for safe and legal arrivals to the eu	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017041202.wav	0
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017041202/008_2017041202.wav	162.15015873015872	7150822	189.20015873015873	8343727	007_2017041202	the increased and more need for increased and more effective safe and legal routes to the eu have been called for eu parliamentary solutions as well as by the european commission the council of europe commissioner for human rights unhcr the un high commissioner for human rights and the un summit in new york especially pointed to the need for increasing resettlements so i would say here we are and we have the possibility to do that	the increased and more need for increased and more effective safe and legal routes to the eu have been called for a parliamentary solutions as well as by the european commission the council of europe commissioner for human rights unhcr the un high commissioner for human rights and the un summit in new york especially pointed to the need for increasing resettlements so i would say here we are and we have the possibility to do that	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017041202.wav	2
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017041202/009_2017041202.wav	189.2001814058957	8343728	211.35018140589568	9320543	008_2017041202	while resettlement share some similidarities with migration pathways it is a very distrinct pathway resettlement must therefore be recognised as complementary to and not a replacement of other legal routes that we also explore such as humanitarian visas extended family unification and humanitarian admission programmes	while resettlement share some similidarities with migration pathways it is a very distrinct pathway resettlement must therefore be recognised as complementary to and not a replacement of other legal routes that we also explore such as humanitarian visas extended family unification and humanitarian admission programmes	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017041202.wav	0
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017041202/010_2017041202.wav	211.35020408163265	9320544	235.60020408163265	10389969	009_2017041202	the un hcr was created n n ousandniehudred and fifty during the aftermorth of the second world war to help millions of people who have fled or loster homes and un hcr serves as the guardian of the geneva conventions you all know that but from it is important to say because as you will see my proposal i have centred more around un r than in the initial proposal by the commission	the un hcr was created n n ousandniehudred and fifty during the aftermorth of the second world war to help millions of people who have fled or loster homes and un hcr serves as the guardian of the geneva conventions you all know that but from it is important to say because as you will see my proposal i have centred more around un r than in the initial proposal by the commission	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017041202.wav	0
