	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016011402/001_2016011402.wav	0.0	0	27.15	1197315	000_2016011402	for giving the presidency so early on the opportunity to say a few words about what we intend o accomprage offer the next five and a half months at any presidency is likely to find out sooner or later events will take over ambition that any presidency is likely to have and in our case if not even during the presidency but it was even event that took place before the presidency	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016011402.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016011402/002_2016011402.wav	27.150022675736963	1197316	52.30002267573696	2306431	001_2016011402	that changed our programme and dramatically yet intended to make cybersecurity the cornerstone of our g agenda and despite the fact that we still intend to spend a good quality time at ministerial level on cybersecurity events in paris took over and showed us that we really needed to spend	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016011402.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016011402/003_2016011402.wav	52.300045351473926	2306432	80.75004535147393	3561077	002_2016011402	time on counter terrorism more than we might have even anticipated what we intended to do looking back at all the conclusions and you can as we did take a look at all the council conclusions posed the attacks at the brussels duishmesemposedjaralyadopostparesattacks which eu see is that we agree to do a number of kings	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016011402.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016011402/004_2016011402.wav	80.75006802721089	3561078	106.70006802721089	4705473	003_2016011402	and evering time we put more exclamation marks behind the things that we one it to accomplish so for our presidency we have decided to take all those agreements that we made over the past couple of years and try to really put to focus on implementation that was i believe the the british minister for	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016011402.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016011402/005_2016011402.wav	106.70009070294785	4705474	127.35009070294785	5616139	004_2016011402	so the british minister mrs may who said it should all be about implementation implementation implementation and that is in fact what we try to take up and accomplish offer the next six month the way we would like to go about at her s two main themes legucalseerise during our presidency as we intended	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016011402.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016011402/006_2016011402.wav	127.35011337868481	5616140	146.4001133786848	6456245	005_2016011402	one is oppiousne about information sharing and the other is about the local approach against radicalisation and especially all the efforts that take place or you take place at a local level in order to prevent radicalisation we are	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016011402.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016011402/007_2016011402.wav	146.40013605442178	6456246	172.95013605442176	7627101	006_2016011402	as i said the british minister came up with implementation implementation implementation we come up with three different words and that is collect check and connect and colleague of the europol will recognise these terms we would like to make at the cornerstone i see in all the agreement that we made about information to be collected that it is actually done	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016011402.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016011402/008_2016011402.wav	172.95015873015873	7627102	191.90015873015872	8462797	007_2016011402	that we collect that we use the systems that are contended for collection but do win in simisilonarwaywehave noticed some of the obstacles in implementing is that we use different definitions at we know then that we collect information under different articles	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016011402.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016011402/009_2016011402.wav	191.9001814058957	8462798	212.9501814058957	9391103	008_2016011402	and what we would like or that we use different definitions for some of the terms meaning that it is hard to implement the systems or to have effective information exchange so we intend will be informal council	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016011402.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016011402/010_2016011402.wav	212.95020408163265	9391104	232.30020408163264	10244439	009_2016011402	in two weeks time and one of the discussion that we intend to have there is about the obstacles to actually carry out what we intended to carry out to have a discussion about good practices and see if we can come up with a way forward over the next couple of	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016011402.wav
10	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016011402/011_2016011402.wav	232.30022675736961	10244440	255.05022675736961	11247715	010_2016011402	a month to actually make progress on common definitions and standardisation in using information systems that we already have instead of adding new information systems or new ad new information systems what we are looking for	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016011402.wav
