	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017011202/001_2017011202.wav	0.0	0	17.55	773955	000_2017011202	mr president dr colleagues let me turn immediately as we are have been lage to our joint meeting with the econ committee the item on the agenda is the prevention	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017011202.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017011202/002_2017011202.wav	17.55002267573696	773956	45.80002267573696	2019781	001_2017011202	may i ask those who to leave the room to leave it quietly in order to be able to proceed with the agenda of todays leaber meeting so we will continue with the prevention of the use of the financial system for the purposes of money laundering and terrorist financing i invite those who have to leave the room to leave now in order to be able to continue with the work	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017011202.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017011202/003_2017011202.wav	45.800045351473926	2019782	71.45004535147392	3150947	002_2017011202	mreddent the fourth antimony laundering directive was adopted by two thousand and fifteen the commission in its action plan against terrorist financing from february two thousand and sixteen called upon member states to bring forward the date for effective transposition of the directive by the end of two thousand and sixteen the amendments put forward in this amending proposal of july	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017011202.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017011202/004_2017011202.wav	71.45006802721089	3150948	97.90006802721088	4317393	003_2017011202	two thousand and sixteen addressed both terrorist financing and transparency issues to bring changes to the existing framework the co rapporteurs have put forward forty nine amendments and we have four hundred and sixty seven amendments all together and i am gritting now my colleague from the aconcomidmrgreteri	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017011202.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017011202/005_2017011202.wav	97.90009070294785	4317394	125.95009070294785	5554399	004_2017011202	and i asking you whether would you like to say that you work otherwise i give the floor to the co rapporteurs that this is a very important step forward i remember the very good work we did when negoteneda directive and i hope that the text would be a stronger good text and we will engage soon as possible in trialogues	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017011202.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017011202/006_2017011202.wav	125.9501133786848	5554400	144.5001133786848	6372455	005_2017011202	you like ok so we start and we give the floor to mr karins rapporteur for the econ committee thank you very much and almost a good afternoon to everyone	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017011202.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017011202/007_2017011202.wav	144.50013605442177	6372456	167.95013605442176	7406601	006_2017011202	as the chair mentioned there forty nineredand fifty amendments in the original report another four hundred almost twenty additional many of us who are working on this report of are the same people who worked a couple of years ago on the fourth iteration we	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017011202.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017011202/008_2017011202.wav	167.95015873015873	7406602	189.30015873015873	8348137	007_2017011202	as all the amendments show actually on many regards i believe that the house is thinking in a very similar manner that is everyone is very committed to improving the legislation to make the fight against terrorism financing in money laundering ever more effective and to make	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017011202.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017011202/009_2017011202.wav	189.3001814058957	8348138	211.4501814058957	9324953	008_2017011202	such illegal agativities impossible and there are many amendments also especially on article thirty and thirty one so the register of the companies improvements to that and the import and thirty one of the register of trusts which the last time around we did not able to get an	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017011202.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2017011202/010_2017011202.wav	211.45020408163265	9324954	227.00020408163266	10010709	009_2017011202	the the general gist of all the amendments and also were working currently with the shadows we have had two meetings we will have some more next week trying to finish stat up is that everyone seems to be	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2017011202.wav
