	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070202/001_2015070202.wav	0.0	0	19.45	857745	000_2015070202	mprecleagues the are invited guests let start our meeting	mprecleagues the are invited guests let start our meeting	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070202.wav	0
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070202/002_2015070202.wav	19.45002267573696	857746	42.90002267573696	1891891	001_2015070202	de i have to first it is the adoption of the agenda if no objections to the agenda distributed than it is adopted then i have to make some announcements on the linguistic profile pleased now that danish latvian croatian and gaelic interpretation with unfortunately not be available during todays meeting	mredent i have to first it is the adoption of the agenda if no objections to the agenda distributed than it is adopted then i have to make some announcements on the linguistic profile pleased now that danish latvian croatian and galic interpretation with unfortunately not be available during todays meeting	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070202.wav	6
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070202/003_2015070202.wav	42.90004535147392	1891892	66.75004535147393	2943677	002_2015070202	we also have to endorse the coordinators recommendations anoination of rapporteurs ms anderson gue has been nominated rapporteur on the protocol to eliminate illicit trade into ec products and the title	we also have to endorse the coordinators recommendations anoination of rapporteurs ms anderson gue has been nominated rapporteur on the protocol to eliminate illicit trade into ecco products and the title	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070202.wav	2
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070202/004_2015070202.wav	66.75006802721089	2943678	85.80006802721088	3783783	003_2015070202	five part three of the treaty on the functioning of the european union is concerned that that parties relevant on this report than a nomination of rapporteurs for opinion ms bork has been nominated	five part three of the treaty on the functioning of the european union is concerned that that parties relevant on this report than a nomination of rapporteurs for opinion ms bork has been nominated	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070202.wav	0
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070202/005_2015070202.wav	85.80009070294784	3783784	114.05009070294784	5029609	004_2015070202	rapporteur for opinion on the report on the implementation of the directive two thousand and eleven thirty six april two thousand and eleven on preventing combating trafficking in human beings and protecting its victims of gender perspective then ms stevens ecr has been nominated rapporteur for the opinion on establishing a general framework for equal treatent in employment and occupation the employment equality directive as we call it	rapporteur for opinion on the report on the implementation of the directive two thousand and eleven thirty six april two thousand and eleven on preventing combating trafficking in human beings and protecting its victims of gender perspective then ms stevens ecr has been nominated rapporteur for the opinion on establishing a general framework for equal treatent in employment and occupation the employment equality directive as we call it	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070202.wav	0
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070202/006_2015070202.wav	114.05011337868481	5029610	138.9001133786848	6125495	005_2015070202	and ms valero greens has been nominated rapporteur for opinion on the report the fight against trafficking in human beings in the eus external relations i just want to warn you that there will be a voted than thirty today and i would like to ask you and a sistem make sure that the members have their voting card	and ms valero greens has been nominated rapporteur for opinion on the report the fight against trafficking in human beings in the eus external relations i just want to warn you that there will be a voted than thirty today and i would like to ask you and a sistem make sure that the members have their voting card	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070202.wav	0
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070202/007_2015070202.wav	138.90013605442178	6125496	156.45013605442176	6899451	006_2015070202	by then for the vote and then let us start first point on our agenda the situation in the mediterranean and the need for a holistic eu approach to migration and this time	by then for the vote and then let us start first point on our agenda the situation in the mediterranean and the need for a holistic eu approach to migration and this time	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070202.wav	0
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070202/008_2015070202.wav	156.45015873015873	6899452	179.60015873015874	7920367	007_2015070202	we will have an exchange of views and analyse and how home affairs funds are spent in migration and development context including emergency funds so we have three different speakers today invited let me welcome mr erg mona rector of the college of europe rules	we will have an exchange of views and analyse and how home affairs funds are spent in migration and development context including emergency funds so we have three different speakers today invited let me welcome mr erg mona rector of the college of europe rules	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070202.wav	0
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070202/009_2015070202.wav	179.60018140589568	7920368	199.1501814058957	8782523	008_2015070202	then mr collar had of responsibility authority in ni dutch ministry for security and justice and mr gabialbabate head of the programme implementation unit within the general inspectorate for immigration you all of you are mostly welcome thank you for being present	then mr collar had of responsibility authority in nidutchministery for security and justice and mr gabialbabate head of the programme implementation unit within the general inspectorate for immigration you all of you are mostly welcome thank you for being present	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070202.wav	3
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015070202/010_2015070202.wav	199.15020408163267	8782524	222.40020408163267	9807849	009_2015070202	first before you get the floor i will give the floor to the co rapporteurs ms roberta metsola is replaced this time by ms wotzembrg and ms silkieng to introduce this session so i will give the floor first to ms wotzemborg	first before you get the floor i will give the floor to the co rapporteurs mrs roberta met sola is replaced this time by mrs wotzembrg and ms silkieng to introduce this session so i will give the floor first to mrs wotzemborg	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015070202.wav	4
