	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014120401/001_2014120401.wav	0.0	0	15.35	676935	000_2014120401	colleagues we will begin and another thank you to all the colleagues who are here on time i do appreciate that i was just posing	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014120401.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014120401/002_2014120401.wav	15.35002267573696	676936	42.000022675736965	1852201	001_2014120401	mr president so just thanking colleagues who are always here on time and i appreciate that i want to say just posing for a moment just to check if one of our rapporteurs on the smart borders package was going to be here mr diasdimero but i understand he can not be here this morning because of family issues so one of of course one of our two rapporteurs tan fi on his here so we can begin	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014120401.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014120401/003_2014120401.wav	42.00004535147392	1852202	58.65004535147392	2586467	002_2014120401	on smart borders package and the first part when the register travellers programme the taniofion is going to begin with the presentation	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014120401.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014120401/004_2014120401.wav	58.650068027210885	2586468	76.60006802721088	3378063	003_2014120401	are you going to do we go trait to the commission so strait to the commission for this let me just to make a quick introduction just to remind colleagues that on sixteen october the commission presented an lib the technical study and smart borders	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014120401.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014120401/005_2014120401.wav	76.60009070294785	3378064	105.25009070294784	4641529	004_2014120401	at that time the chapter dealing with the costs and the proposed systems have not yet been available so today as we had indicated the commission will present this cost analysis i am now going to give the floor to the commission followed by one of our rapporteurs taniapaon and of course the other members who wish to take the floor so mr rosemberg for the commission i think we discussed theirlier fifteen minutes	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014120401.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014120401/006_2014120401.wav	105.2501133786848	4641530	126.5001133786848	5578655	005_2014120401	and a maximum fifteen minutes and then we will take the members and of course there is any discussion we can have another round but if we mr rozemberg if you want to make your presentation now and then will follow that with a discussion with the members than	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014120401.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014120401/007_2014120401.wav	126.50013605442177	5578656	155.95013605442176	6877401	006_2014120401	mr president yes we will today present the financial chapter of the smart border study and i will try to do so in an integrated way by by linking it to the main findings of the report the court the findings of the report that we are already presented to you in this house on this meeting on sixteen october before doing so i would like to recall quickly the context	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014120401.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014120401/008_2014120401.wav	155.95015873015873	6877402	182.60015873015874	8052667	007_2014120401	the commision presented proposals on smart borders in february two thousand and thirteen as a response to the need to modernise the management of schengen borders two components and toreecit system ees regislare travellers programmes rtp in the first response to to the package the co legislators both this house both parliament and the council advoiced technical costrelated and operational concerns	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014120401.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014120401/009_2014120401.wav	182.60018140589568	8052668	207.0501814058957	9130913	008_2014120401	therefore in february two thousand and fourteen this so called prove of concept was agreed to explore the main issues at stake it is a prove of concept with two faces one is the study phase and here the technical report was issued in october including at the end of the month this financial chapter and secondly the test phase	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014120401.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2014120401/010_2014120401.wav	207.05020408163264	9130914	229.90020408163267	10138599	009_2014120401	also known as pilot which is currently being prepared and it due to start in a march two thousand and fifteen as comsromopolos said yesterday after the conclusion of the test phase which is expected to be in september two thousand and fifteen the commission will submit as soon as possible new	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2014120401.wav
