	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150127/001_20150127.wav	0.0	0	29.05	1281105	000_20150127	i am going to begin the meeting because we have extremely tight agenda this morning so let me begin with the chairs announcements the linguistic profile interpretation if there are no objections id the agendas adopted	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150127.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150127/002_20150127.wav	29.05002267573696	1281106	50.10002267573696	2209411	001_20150127	linguistic profile interpretation and danish maltese and creation is unfortunately not available during the meeting are just begin with the endorsement of coordinators recommendations first of all remarks by the ombudsman this is letter of the six october	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150127.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150127/003_20150127.wav	50.10004535147392	2209412	68.45004535147392	3018647	002_20150127	on six october the ombudsman rot to president shulz regarding coordinators decisions which should be included in the register of documents and i am going to ask that these are approved by you secondly recommendation on dates for lib missions	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150127.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150127/004_20150127.wav	68.45006802721089	3018648	93.50006802721089	4123353	003_20150127	levy coordinators recommended to organise the following leave emissions the first one is the mission to washington between the siteen is the twenty march a lab mission to the frontex agency between the sixteen to seventeen february le mission to europol on nineteen march levy mission to eurojust on the twenty march and the mission to see pall on hundninenendotwentymarch	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150127.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150127/005_20150127.wav	93.50009070294784	4123354	110.05009070294784	4853209	004_20150127	mr president third point motions for resolutions we have a number of motions of resolutions under rue one they three for eurproval	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150127.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150127/006_20150127.wav	110.05011337868481	4853210	137.0001133786848	6041705	005_20150127	ok on applications for asylum in italy rapporteur bizoto on harmonising national laws addressing football violence on the establishment of the european agency for inter eu adoption on harmonising national legislation and cyber billing all rapporteur patichelo on the abolition of the european union agency for fundamental rights the rapporteurs lapen and salvini	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150127.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150127/007_20150127.wav	137.00013605442177	6041706	164.25013605442177	7243431	006_20150127	men none of these required follow up fourthly on petitions and we have four and as regards all of these petitions under sand in hundred and forty seven two thousand and thirteen coordinators agreed with the suggestion of the foreign affairs committee to transmit the petition to the ep margrob delegation to make diplomatic contacts regarding this case and also to refer the matter to vice president maginis	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150127.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150127/008_20150127.wav	164.25015873015872	7243432	181.30015873015873	7995337	007_20150127	the ep mediator for international parental child adoption as regards the four petitions and i mentioned the earlier coordinangtohs decided that there would be no follow up required	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150127.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150127/009_20150127.wav	181.3001814058957	7995338	208.6501814058957	9201473	008_20150127	mr president a fiffully on written procedures coordinators decided by written procedure on six the first that libya should draft an updated interim report and the european public prosecutors office to express its position in view of the ongoing negotiations in council in order to be able to influence the result of the next council under the latvian presidency which will take place in the twelve the march the draft interim report should be adopted before that date	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150127.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20150127/010_20150127.wav	208.65020408163267	9201474	225.30020408163264	9935739	009_20150127	to be able to comply with that tie timetable coordinators have exceptionally agreed to work only on the english version of that report does the committee endorse these coordinators recommendations pursued five	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20150127.wav
