	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015122102/001_2015122102.wav	0.0	0	20.25	893025	000_2015122102	mesidenidmynoncolleagueswevegentagin this morning with their point six thank you for your attendence on this final day which is be eighteen milli people who are	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015122102.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015122102/002_2015122102.wav	20.25002267573696	893026	50.000022675736965	2205001	001_2015122102	coming on the final way thank for your attendance we beginning with the presentation of the state of clear idg home on the european agenda on security and important i to the twenty eight eigpril the commission adopted the european agenda on security as we all know sets out the main action at eu level and litaged by the commission to ensure an effective response to terrorism security threat in the union over the period two thousand and fifteen two thousand and twenty	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015122102.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015122102/003_2015122102.wav	50.00004535147392	2205002	79.05004535147393	3486107	002_2015122102	on the agenda the commission declear that intention to regularly present to parliament and council updated information on the implementation of the agenda so today the commission is going to make it spec presentation on the state of implementation of that agenda i am gold to ask mr meech from the commission to give that first presentation and that will be followed by questions and comment from member	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015122102.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015122102/004_2015122102.wav	79.05006802721088	3486108	106.40006802721088	4692243	003_2015122102	mr president gomonni you fad in your introduction in the european agenda on security adopted in april this year the commission and her talk to update the council ad the european parliament twive for year on the state of implementation	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015122102.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015122102/005_2015122102.wav	106.40009070294785	4692244	123.45009070294785	5444149	004_2015122102	so the first update take place against the background of the tragic event of thirteen november which have triggered an acceleration in the completion of some of our planned action	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015122102.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015122102/006_2015122102.wav	123.4501133786848	5444150	139.4001133786848	6147545	005_2015122102	before knowing mr can to the concrete delivery of the past month i just like to pay a few words on the shared nature of this european agenda on security	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015122102.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015122102/007_2015122102.wav	139.40013605442178	6147546	167.35013605442177	7380141	006_2015122102	which emphasised the interconnection between the work of the european parliament the council and the commission in delivering the action of this agenda and this common ownership is something that the european parliament has forcefully stressed notably in its latest to revolution of july this year	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015122102.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015122102/008_2015122102.wav	167.35015873015874	7380142	193.30015873015873	8524537	007_2015122102	there is also commonality of view between the institutions on the substance of the agenda and therefore on the priority areas for action that should keep a busy for the next five years and i can say that it is very joint ownership is in itself a first achievement	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015122102.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015122102/009_2015122102.wav	193.3001814058957	8524538	222.4501814058957	9810053	008_2015122102	of the agenda and in a lisbon environment constructive dialogue and cooperation between the institutions is crucial not only implementation think the adoption of the agenda the commission has been working closely with the presidency and the member states to develop a common framework that would enable to monitor	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015122102.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015122102/010_2015122102.wav	222.45020408163265	9810054	251.30020408163264	11082339	009_2015122102	the implementation of the progress made this in resulted in an implementation document which sets out the work of the various council working parties and committee f the president cychamescathisdocument also allows the commission as well as the council to ensure consistency of action in terms with timing and delivery	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015122102.wav
