	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015012101/001_2015012101.wav	0.0	0	22.25	981225	000_2015012101	mr place i want to make a pronk start today because we have a very big agenda colleagues quite even te tick her places we begin the begin with the adoption of the agendalau	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015012101.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015012101/002_2015012101.wav	22.25002267573696	981226	40.30002267573696	1777231	001_2015012101	we are not going to have a usual five minute rate because we are very big agenda to thank you to those members who are usa on time and we are going to begin with the adoption of the agenda but everyone s ready colleague	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015012101.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015012101/003_2015012101.wav	40.300045351473926	1777232	69.45004535147392	3062747	002_2015012101	we know that eighteen on agenda the second annual reallocation and resettlement forum solidarity in practice on twenty fifty november two thousand and fourteen as postponed if there are no objection to the agenda out adopted has modified posident lake we will welcome two ministers for the lapian president free ministers cas lost git and rat natural welcome them later but this whit to acknowledge the president on the platform	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015012101.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015012101/004_2015012101.wav	69.45006802721089	3062748	89.40006802721088	3942543	003_2015012101	as we begin so welcome ministers but we will formally welcome you later in the agenda colleagues have a number of chairs announcement want colleague as settled down if you could we tackle that	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015012101.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015012101/005_2015012101.wav	89.40009070294785	3942544	108.75009070294784	4795879	004_2015012101	first of course the langlistic profile of usual interpretation and danish great and creation of unfortunately not available during a meeting and again apologies that no more feed as available from seventeen thirteen to eight in fifty and tomorrow from five four five twelve	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015012101.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015012101/006_2015012101.wav	108.7501133786848	4795880	136.3001133786848	6010835	005_2015012101	that nine forty five twelve thirteen ontanritenfortyfivetwelthirtyandsecondlythe revised callender of levi meeting to for two thousand and fifteen the coordinates adopted the following recommendation as to the calendar of levy meeting to for two thousand and fifteen an extraordinary leave meeting will cape late on thirthaythe twenty seven january from nine	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015012101.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015012101/007_2015012101.wav	136.30013605442176	6010836	156.95013605442176	6921501	006_2015012101	to twelve thirty and again if there are no objection the revised calendar at adopt now we have a very long agenda and colleagues will understand that the first formal meeting took the power to tack and because of	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015012101.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015012101/008_2015012101.wav	156.95015873015873	6921502	172.80015873015873	7620487	007_2015012101	we do not have the formal agenda i can today on the follow up but i wanted to do was to give you sense of a kimeline and a turns of where we the libe committee will be following up the various	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015012101.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015012101/009_2015012101.wav	172.8001814058957	7620488	189.5501814058957	8359163	008_2015012101	legislative and other issues as it was velt o vote attack and where we are the libe committee and of members will be having opportunities to follow up those issues so ak just	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015012101.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015012101/010_2015012101.wav	189.55020408163264	8359164	207.70020408163265	9159579	009_2015012101	case through where outage members will be having opportunities to discuss and take action and those items al go through those timelines in the last we the meeting obviously we we discussed briefly the attacks in paris	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015012101.wav
