	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015111001/001_2015111001.wav	0.0	0	25.05	1104705	000_2015111001	mr evergdiversitepewereensoededifirstriwould like to publicise on behalf prepetiseecauntetendabecauseofhelpop	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015111001.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015111001/002_2015111001.wav	25.05002267573696	1104706	46.20002267573696	2037421	001_2015111001	we have from changes to the agenda we want to add a new item streven one presentation of progress in the trilogue from the directive on criminal procedures strengthening of certain aspect of the presumption of inisem and the right to be president ones own chile	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015111001.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015111001/003_2015111001.wav	46.200045351473925	2037422	75.55004535147393	3331757	002_2015111001	and we want to defer i can five exchange of views on cooperation between the eu and turkey in the area of a falun migration and the management of the eus external borders mr gutter is travelling to turkey today so he will report on developments at a future meeting it also and i come want budgets which we are going to leave out	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015111001.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015111001/004_2015111001.wav	75.55006802721088	3331758	100.40006802721088	4427643	003_2015111001	because some colat problems by the person who was met peat if erna objections the agenda of morifidis adopting i can not fee any objections just wanted to mention the fact but unfortunate today we want to have interpretation in creation and gal	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015111001.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015111001/005_2015111001.wav	100.40009070294785	4427644	126.25009070294784	5567629	004_2015111001	now a few points of your information a nomination of the rapporteurs ms fund or mrlini has been appointed rapporteur for the delta on the agreement of strategic cooperation in the fight against serious crime and terrorism between the united art and europol	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015111001.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015111001/006_2015111001.wav	126.2501133786848	5567630	144.0001133786848	6350405	005_2015111001	mr lventofoncana has been appointed rapporteur for the g on the agreement on operational on strategic cooperation between bosnia and herzegovina and europ	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015111001.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015111001/007_2015111001.wav	144.00013605442177	6350406	164.95013605442176	7274301	006_2015111001	at to change is in makoves group being dossier but she was appointed rapporteur and shadow rapporteur for have we allocated madam babrrateras will be the new rapporteur for the regulation on the european public prosecutors office	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015111001.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015111001/008_2015111001.wav	164.95015873015873	7274302	181.30015873015873	7995337	007_2015111001	now the third i can just be commitee approve the collordinators proposals	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015111001.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015111001/009_2015111001.wav	181.3001814058957	7995338	198.5501814058957	8756063	008_2015111001	more trains for information on metertyto december two thousand and fifteen cover pare approved without amendment we reports adopted and are a simplify procedure with amendment article fifty two of the ep regulation	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015111001.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015111001/010_2015111001.wav	198.55020408163264	8756064	213.80020408163264	9428589	009_2015111001	by the libe committee proposal for a decision of the european parliament and the council repealing certain acts relating to the space of freedom security and justice	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015111001.wav
