	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20140925/001_20140925.wav	0.0	0	21.95	967995	000_20140925	eu very good morning to everyone we are going to make a start again this morning on time if that is okay with everyone we do not have a big attendence but thank you to those colleagues who have come on time this morning we have this morning the	very good morning to everyone we are going to make a start again this morning on time if that is okay with everyone we do not have a big attendence but thank you to those colleagues who have come on time this morning we have this morning the	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20140925.wav	3
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20140925/002_20140925.wav	21.95002267573696	967996	48.20002267573696	2125621	001_20140925	first point on our agenda which is the presentation by mr govkangots the director of the european monitoring centre on drugs and drug addiction he is going to present two reports to us the european drug report two thousand and fourteen and in the general report of activities two thousand and thirteen again for new members and say to wolfgang that this is being life stream so we have the slow thirsty morning but	first point on our agenda which is the presentation by mr govkangots the director of the european monitoring centre on drugs and drug addiction he is going to present two reports to us the european drug report two thousand and fourteen and in the general report of activities two thousand and thirteen again for new members and say to wolf gang tit this is being life stream so we have the slow thirsty morning but	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20140925.wav	3
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20140925/003_20140925.wav	48.200045351473925	2125622	70.65004535147392	3115667	002_20140925	i know many people will pick up this presentation and for new members this has been a particularly important strand of our work a number of our members have specialised in this area so please take an interest in it is extremely important is especialism that many of our members over the years have taken up	i know many people will pick up this presentation and for new members this has been a particularly important strand of our work a number of our members have specialised in this area so please take an interest in it is extremely important is especialism that many of our members over the years have taken up	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20140925.wav	0
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20140925/004_20140925.wav	70.65006802721088	3115668	92.30006802721088	4070433	003_20140925	so the presentation i would say is particularly timely in relevant this year as the libe committee is responsible for two ongoing codecision proposals dealing with anti drug policy the regulation on new cycle active substances and the rapporteur of course as mr borne who is present here and the definition of drug directive	so the presentation i would say is particularly timely in relevant this year as the libe committee is responsible for two ongoing codecision proposals dealing with anti drug policy the regulation on new cycle active substances and the rapporteur of course as mr borne who is present here and the definition of drug directive	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20140925.wav	0
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20140925/005_20140925.wav	92.30009070294784	4070434	116.85009070294785	5153089	004_20140925	and the rapporteurs ms yemen hemines besterall is not with us today she was with us yesterday but she may be she will be to she becoming shortly so let me now warmly welcome mr guts to the libe committee and please wolfgang you have the floor for your presentation after which you wave take some questions from the floor please you have the floor	and the rapporteurs ms yemen heminesbesterall is not with us today she was with us yesterday but she may be she will be to she becoming shortly so let me now warmly welcome mr guts to the libe committee and please with gang you have the floor for your presentation after which you wave take some questions from the floor please you have the floor	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20140925.wav	5
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20140925/006_20140925.wav	116.85011337868481	5153090	137.9001133786848	6081395	005_20140925	mr president the members of the libe committee ladies and gentlemen it villa great pleasure for me to be here with eu again i think it is de nine or a tent time i am here or even more and today i am here to percent you some highlights from the emcdda news and at new analysis on the track situation in europe	mr president the members of the libe committee ladies and gentlemen it villa great pleasure for me to be here with you again i think it is the nine or a tent time i am here or even more and today i am here to percent you some highlights from the emcddas news and at new analysis on the track situation in europe	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20140925.wav	5
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20140925/007_20140925.wav	137.90013605442178	6081396	158.45013605442176	6987651	006_20140925	we released as you you know or you may know our european tac report in at the end of may already but you also know better than may that this was around the elections of for new parliament and for this reason i am only able to address you with our new findings here today in ana il i would say	we released as you you know or you may know our europe in tac report in at the end of may already but you also know better than may that this was around the elections of for new parliament and for this reason i am only able to address you with our new findings here today in a natal i would say	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20140925.wav	5
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20140925/008_20140925.wav	158.45015873015873	6987652	184.80015873015873	8149687	007_20140925	our analysis indicates an overall stable situation with positive signs in some areas but with new threats that was concerns for public health and follow enforcement in particular we see a downward trend in the us and availability of heroin but simla sintedictracks canabies and medicinal products are all becoming more important us	our analysis indicates an overall stable situation with positive signs in some areas but with new threats that was concerns for public health and follow enforcement in particular we see a downward trend in the use and availability of heroin but simla sintedictracks canabies and medicinal products are all becoming more important	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20140925.wav	4
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20140925/009_20140925.wav	184.8001814058957	8149688	209.85018140589568	9254393	008_20140925	mr de the tax we see today are in many ways different from those we know from the past we see this in the established to ec like cannabis we new production techniques are impacting on the potency of both racine and terble products we also see this in sintedic track production with an appearance of a plethora of new substances	pen the tax we see today are in many ways different from those we know from the past we see this in the established to like cannabis we new production techniques are impacting on the potency of both racine and terble products we also see this in sintedic track production with an appearance of a plethora of new substances	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20140925.wav	8
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20140925/010_20140925.wav	209.85020408163265	9254394	227.50020408163266	10032759	009_20140925	a serious current concern is the emergence of news interic opotes and halotsinegening substances that are so highly farm pharmacologically active that even a few comes can be used to produced ten zero doses	a serious current concern is the emergence of news interic opotes and halotsinegening substances that are so highly farm pharmacologically active that even a few comes can be used to produced ten zero doses	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20140925.wav	0
