	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20161114/001_20161114.wav	0.0	0	28.55	1259055	000_20161114	go aftenondweare going to have our hearing this aftenon which we are all looking forward to on resettlement before that we just have say that suggest here we are going to formally begin our lib meeting which begins today and then continues tomorrow so i am just going to go through those announcements and we begin with the adoption of our agenda and if there are no objections	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20161114.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20161114/002_20161114.wav	28.55002267573696	1259056	49.90002267573696	2200591	001_20161114	i raised by the members here that is formally adopted and i just have to make a number of announcements so first of all on or linguistic profile we have to note that unfortunately interpretation in danish lithuanian lavian maltese hungarian and gari will not be available today	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20161114.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20161114/003_20161114.wav	49.90004535147392	2200592	76.55004535147393	3375857	002_20161114	then i am going to make some further announcements and these are endorsements of our coordinated recommendations under rule two on five first of all nomination of rapporteurs surria post for the sd is rapporteur for the implementation report on the directive on the european protection order and that is a joint report with the fame committee under rule fifty five	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20161114.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20161114/004_20161114.wav	76.55006802721088	3375858	105.00006802721089	4630503	003_20161114	ms mlmlonr of the alde group has the report on the multiannual framework for the european union agency for fundamental rights i do what is happen to lighting at themomentbutisgoingonisvery bright of here anyway then the rapporteur for the opinion its misstevens of the ecr for the opinion	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20161114.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20161114/005_20161114.wav	105.00009070294784	4630504	132.85009070294785	5858689	004_20161114	very long title registration of persons sailing on board passensorships operating to our front ports member states and the amending directive of the european parliament and the council and reporting formalities where ships arriving in and or de party from ports of member states and finally mr vioti for the sd for the opinion on the report financial rules applicable to the general budget	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20161114.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20161114/006_20161114.wav	132.8501133786848	5858690	157.20011337868482	6932525	005_20161114	two thousand and sixteen or two eight two does the committee endorsed these coordinators recommendations they are so endorsed colleagues with those announcements i am very happy to welcome everyone and a rapporteur malinbeyork to point three which is ar lib hearing on the eu resettlement framework	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20161114.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20161114/007_20161114.wav	157.20013605442176	6932526	178.15013605442178	7856421	006_20161114	for the next two hours we are going to dedicate ourselves to the question on the eu resettlement framework the transfer of third country nationals need of international protection from a third country to a member state this is one of the most urgent questions that we are dealing with on this committee	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20161114.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20161114/008_20161114.wav	178.15015873015872	7856422	203.50015873015872	8974357	007_20161114	and resettlement in particular is one of the most difficult issues along with relocation that we have to deal with but it is one of the most important and proactive issues that we are dealing with and our rapporteur is in the midst of our report and you today will be helping her deal with the commission proposal in this one of the most intricate and important areas resettlement	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20161114.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20161114/009_20161114.wav	203.5001814058957	8974358	227.9501814058957	10052603	008_20161114	the hearing is connected with the proposed regulation as i said on establishing a union resettlement framework and amending regulation eu number five one six two thousand and fourteen it is part of what we have been calling the common european asylum system as part of the second package of legislative proposals to reform it just going to say a couple of things before i introduce the rapporteur	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20161114.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20161114/010_20161114.wav	227.95020408163265	10052604	246.80020408163264	10883889	009_20161114	first of all the proposed regulation is intended as stated by the commission to provide for a permanent framework within a unified procedure for resettlement across the eu meaning admission of third country nationals and stateless persons to the territory of the member states with a view to granting them international protection	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20161114.wav
10	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20161114/011_20161114.wav	246.80022675736961	10883890	268.5502267573696	11843065	010_20161114	however member states will remain the one deciding on how many people will be resettled each year and the resettlement framework will be implemented as proposed by the commission through the annual eu resettlement plans adopted by the council and operationalised by targeted eu resettlement schemes adopted by the commission so that is the proposal	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20161114.wav
