	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/001_20151130.wav	0.0	0	22.95	1012095	000_20151130	portunitly thank you very warmly for concluding what a very complex negotiations not just on violence which is in gend agree very complicated file but it was ultfo one of the parts of the legal migration area which was allowed by lisbon which has become obviously very xcentative in a current atmosphere so you got with it in a very	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/002_20151130.wav	22.95002267573696	1012096	45.500022675736965	2006551	001_20151130	technically efficient way as well as at understanding all the various aspect that were practically helpful to people and will be helpful as legislation spot is going to be eight in ten that i de appreciate all the work there was put into it and you obviously bank all of the colleagues teketerinat and other members thank you very much	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/003_20151130.wav	45.50004535147392	2006552	64.45004535147392	2842247	002_20151130	now you think president there were ahead aft of the ernyohecomment but they do not them to be so we can now move on to	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/004_20151130.wav	64.45006802721089	2842248	83.10006802721088	3664713	003_20151130	soini this changes to the agenda to day an just wanted double check we can now an two six yet ok for this colleague has be uniform format from bidaf as consideration of the draft report would rapporteur filyontmen	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/005_20151130.wav	83.10009070294785	3664714	105.55009070294784	4654759	004_20151130	it to that the current leave taker which has been circulation for twenty years and has been concluded as compromised and we feartintoteaccounterbuting and frau the commission proposed a new common model with moldan security future so we en have the opportunity to listen to tell we on the rapporteur mr kafntheflowsrs	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/006_20151130.wav	105.55011337868481	4654760	125.80011337868481	5547785	005_20151130	president you have described what this is all about for some time now there has been a single visa sticker in existence however	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/007_20151130.wav	125.80013605442177	5547786	142.85013605442177	6299691	006_20151130	it became apparent that this single visa sticker was easy to falsify now from that point onwards the commission decided to establish a new single visa sticker and i think that is a very important proposal	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/008_20151130.wav	142.85015873015874	6299692	158.90015873015872	7007497	007_20151130	it has to be easier or rather more difficult to falsify and of course a single visa sticker would be part and parcel of single european visa policy this	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/009_20151130.wav	158.9001814058957	7007498	187.85018140589568	8284193	008_20151130	these are sticker was discussed with various different experts in groups over a long time and the commission decided it was best to try to implement the new sticker as soon as possible i believe as rapporteur that we in this committee should go along with what the commission has proposed with no amendments in order to speak things up as much as possible that is the nitegrity of my report mr	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/010_20151130.wav	187.85020408163265	8284194	217.50020408163266	9591759	009_20151130	think on the eleven december we have got a deadline for tabling amendments if colleagues have any amendments to table then please do so by all means but my proposal is to keep it as the commission propose have to of the shades wish to keep before first asal for the eppmrthankymrpresident	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
10	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/011_20151130.wav	217.5002267573696	9591760	246.55022675736961	10872865	010_20151130	i am speaking on behalf of petri sadvama whose ask me to represent him and would like to thank you mr calfman for the excellent and very prompt report that you have drafted it seems to me that this is rather urgent to make sure that this single visa sticker is secure and as such needs to be modernised to make it more difficult toccountif it	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
11	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/012_20151130.wav	246.5502494331066	10872866	261.9002494331066	11549801	011_20151130	pps saama is in favour of a smood and quick legislative procedure so there is no problems as far as we concerned	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
12	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/013_20151130.wav	261.9002721088435	11549802	284.05027210884356	12526617	012_20151130	president i would also like to thank the rapporteur i agree with the major trust of her argument and conclusions so we will not be tabling any amendl amendments as she requested just a question and this is rather to the commission	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
13	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/014_20151130.wav	284.0502947845805	12526618	308.1002947845805	13587223	013_20151130	is this just a question of new technology this new visa model has it been developed taken taking into account the possible implementation of what we call the smart borders in the future will it be come put in the future i very much like to ear te commissions response on that	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
14	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/015_20151130.wav	308.10031746031746	13587224	326.05031746031744	14378819	014_20151130	stand that thank our m mr president thank you for your question i can take up on that strataway these stickers readable	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
15	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/016_20151130.wav	326.05034013605444	14378820	347.30034013605444	15315945	015_20151130	by computers machine readable what that means is the machine readable part is filled in by the authorities and then it can be automatically red by the authorities at the border point it the same thing	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
16	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20151130/017_20151130.wav	347.3003628117914	15315946	371.5503628117914	16385371	016_20151130	in your passport the machine readable part can be red by a machine and it is going to be exactly the same with the single visa sticker the only difference with a passport is that the passport has a contact free chip it has biometric details that are in that passport now this will not have it this sticker because it simply a visa	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20151130.wav
