	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/001_2015071601.wav	0.0	0	26.15	1153215	000_2015071601	mrseoycosionerinesovans	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/002_2015071601.wav	26.150022675736963	1153216	49.30002267573696	2174131	001_2015071601	brave oprotecimeoploxingwhoblockimaanaranyohranivepekitaliazetcathebuttotelchervensibleaotofatradasanamamamorejusttoyanofastpoperowearentinpproach nectousycolleagueee becomes a challery clare sitomcetaybotitaproximiiget	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/003_2015071601.wav	49.300045351473926	2174132	75.65004535147392	3336167	002_2015071601	muficamitsabo electronic lsovakrelikospilofijadano electronicalassovani witeabudopokratofat anabodumlovet witnalatthebodatemlocatenowpakpotihom mouldamatterahlasovatoteodalesytestrather gdemamevelm	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/004_2015071601.wav	75.65006802721088	3336168	97.30006802721088	4290933	003_2015071601	crap kika mentacabechombelipseparavenyenoand also not yetadeqatoutserventpaniclafetapproximethealgitischipsaganswomepocratovequnocraponibseceroieguisiospepsisionnesdenontheijanneratwothereisnotenglish	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/005_2015071601.wav	97.30009070294784	4290934	118.85009070294785	5241289	004_2015071601	mr president jolikean language i ask et we happen day yesterday we had a problem with the channel now it is ok this happen yesterday the channels got makes up at to happened again just top me and well we all make it work again	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/006_2015071601.wav	118.85011337868481	5241290	136.1001133786848	6002015	005_2015071601	mr presinti would just like to thank again the shadow for the great collaboration that we had over the past year i think it is really important that now parliament we can show that that we can get a majority for a threat forward	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/007_2015071601.wav	136.10013605442177	6002016	153.05013605442176	6749511	006_2015071601	mrs answer for treahtborwoud measure where we all know it just the small job in the whole set of measures that one would need to adopt in the area of migration so i think we are well ahead of the council in terms of european collaboration thank you for much	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/008_2015071601.wav	153.05015873015873	6749512	179.80015873015873	7929187	007_2015071601	thank you very mucidetcolleaguesiam just going to president colleagues one important addition which is not on your voting list but at the end we will vote on the legislative resolution and that will be an additional vote at the end of the voting list and i call for that vote at the end	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/009_2015071601.wav	179.8001814058957	7929188	204.6501814058957	9025073	008_2015071601	so colleagues eximally in all electronic vote so for these are not yusetoas going to be an all electronic bot so we begin the vote on compromise of one the vote is open the vote is closed	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/010_2015071601.wav	204.65020408163267	9025074	219.90020408163267	9697599	009_2015071601	etiedanotworkthatoren	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
10	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/011_2015071601.wav	219.9002267573696	9697600	247.7502267573696	10925785	010_2015071601	the vote is close that carry compromise to the vote is president just pos for moment the thing to be notable issue but i think like for our first was basso	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
11	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/012_2015071601.wav	247.75024943310657	10925786	263.9002494331066	11638001	011_2015071601	or yu machine on a marking but is working now mr rull you machine its working your working your card is working president is everything working now thing is rer coming with you everything working	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
12	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/013_2015071601.wav	263.9002721088435	11638002	293.55027210884356	12945567	012_2015071601	is everyone happy the in a happy life of good summers coming that by an ok let us good to compromise to the hot is open the vote is because that s carry comfrommichin the vote is open the vote	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
13	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/014_2015071601.wav	293.5502947845805	12945568	309.4002947845805	13644553	013_2015071601	cost that is carry compromise poor an we look is open the point of	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
14	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/015_2015071601.wav	309.40031746031747	13644554	330.9503174603175	14594909	014_2015071601	carried compromise five the voters open vont its closed compromise six so that was carried the compromise six the voters open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
15	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/016_2015071601.wav	330.9503401360544	14594910	360.4003401360544	15893655	015_2015071601	what is come from my seven the votes open the vote is closed article one amendmenture that was carry tory amendment article one amendment hundred and eleven the vote is open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
16	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/017_2015071601.wav	360.4003628117914	15893656	377.6503628117914	16654381	016_2015071601	vote close it and i carriage article one amendment hundred and twelve the vote is open to vote close	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
17	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/018_2015071601.wav	377.65038548752835	16654382	400.20038548752837	17648837	017_2015071601	as carried article one amendment one hundred and thirteen the voters openthevotiscosedcarried artic to quit be amendment one hundred and fourteen the was is open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
18	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/019_2015071601.wav	400.2004081632653	17648838	415.4504081632653	18321363	018_2015071601	to vote close that we carried article two point d amendment hundred and fifteen the votes open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
19	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/020_2015071601.wav	415.45043083900225	18321364	440.6004308390023	19430479	019_2015071601	costa amendment hundrenkitgeenobotisopentsclolest rejected amendment for ten o votes open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
20	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/021_2015071601.wav	440.60045351473923	19430480	464.7504535147392	20495495	020_2015071601	carried men one hundred and seventeen the vote is open votes closed that is uggectenamendment hundred mifteen the votes oen the votes closed	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
21	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/022_2015071601.wav	464.7504761904762	20495496	494.3004761904762	21798651	021_2015071601	that as rejected amend hundred and nineteen the voters opens that as rejected amendment one hundred and thirty three and voted president amendment one hundred and twenty the vote is open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
22	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/023_2015071601.wav	494.30049886621316	21798652	522.9504988662131	23062117	022_2015071601	m preside the vote is closed that e high carriage amendment one hundred and thirty cream to voters open presente the vote is closed	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
23	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/024_2015071601.wav	522.9505215419501	23062118	551.2005215419501	24307943	023_2015071601	carried amendments one hundred and thirty four the votes open vote closed that is carried amendment one hundred and thirty five the votes open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
24	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/025_2015071601.wav	551.200544217687	24307944	567.6505442176871	25033389	024_2015071601	the point is closed at ejected amendments one hundred and thirty fix the votes uen the vote is closed ejected	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
25	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/026_2015071601.wav	567.6505668934241	25033390	587.800566893424	25922005	025_2015071601	amendments one hundred and forty it amendment hundred and forty that the wording set for without re cost to any coertion or detention measure to vote is open by real call one aan the vote is open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
26	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/027_2015071601.wav	587.800589569161	25922006	616.150589569161	27172241	026_2015071601	votosthatisrejectedtamendmenttwentyh	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
27	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/028_2015071601.wav	616.150612244898	27172242	634.900612244898	27999117	027_2015071601	the vote it closed at is carridfortooveomefoon amendment one fourterthevote is open	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
28	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/029_2015071601.wav	634.900634920635	27999118	655.7506349206349	28918603	028_2015071601	mr prs it it won for war or on her people amendment colleague amendment one four one the voted elton	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
29	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015071601/030_2015071601.wav	655.7506575963719	28918604	674.2006575963719	29732249	029_2015071601	the vote is closde i sugjectyothe amendment one four to the vote is open to vte is closed	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015071601.wav
