	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015121002/001_2015121002.wav	0.0	0	27.25	1201725	000_2015121002	ms were good aftenon we are going to again there may be a problem al there is first of all problem with your chairman he s late and i am serve but that that ten minutes late it has been one of those days is is twice have done that which is very unusual for me so except my quoligies also le do not have many colleagues here	m were good aftenon we are going to again there may be a problem al there is first of all problem with your chairman he s late and i am serve but that that ten minutes late it has been one of those days is is twice have done that which is very unusual for me so except my quoligies also le do not have many colleagues here	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015121002.wav	1
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015121002/002_2015121002.wav	27.25002267573696	1201726	48.20002267573696	2125621	001_2015121002	mr borne you are holding up the if there is a declaration i can award from the libe all ill create some some honours and you will be first in line so i do not need to embirish you but you will and i might warts me staff honours as well	mr borne you are holding up the if there is a declaration i can award from the lib all ill create some some honours and you will be first in line so i do not need to embirish you but you will and i might warts me staff honours as well	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015121002.wav	1
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015121002/003_2015121002.wav	48.200045351473925	2125622	63.450045351473925	2798147	002_2015121002	anyone that shames will have wards some staff oners as well thank you for being here we may have a sight issue because we are starting it to a clock as well which normally we have a thirty	anyone that shames will have wards some staff oners as well thank you for being here we may have a sight issue because we are starting it to a clock as well which normally we have a thirty	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015121002.wav	0
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015121002/004_2015121002.wav	63.45006802721088	2798148	80.00006802721089	3528003	003_2015121002	start through the three lot start ye so ok apologies to everyone it has been an unusual day in terms of the extra vote and the extra meetings and so on so prologies to all concern not least our ges who have come today	start through the three cot start ye so ok apologies to everyone it has been an unusual day in terms of the extra vote and the extra meetings and so on so prologies to all concern not least our ges who have come today	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015121002.wav	1
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015121002/005_2015121002.wav	80.00009070294784	3528004	101.75009070294784	4487179	004_2015121002	mr president and we have fewer people of course the meetings webstreamed so many people will be watching particularly because it is the third day and people have travel arrangements so many people will watch on the web stream and for that reason it is important to continue with the meeting and mr boni hear happy to be hear for the duration of the session	mr president and we have fewer people of course the meetings webstreamed so many people will be watching particularly because it is the third day and people have travel arrangements so many people will watch on the web stream and for that reason it is important to continue with the meeting and mr bone hear happy to be hear for the duration of the session	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015121002.wav	1
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015121002/006_2015121002.wav	101.7501133786848	4487180	126.60011337868481	5583065	005_2015121002	mresdentfrmostofothatthatis important we have another fro member here as i visit n that is nonotherwe just i one promemberthats good ok so with if everyone is happy that we continue have not been in a position where we we have had a tendence of this type any session	mresdentfrmostofothatthatis important we have another fro member here as i visit n that is nonotherwe just i one pro member that is good ok so with if everyone is happy that we continue have not been in a position where we we have had a tendence of this type any session	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015121002.wav	4
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015121002/007_2015121002.wav	126.60013605442177	5583066	142.75013605442177	6295281	006_2015121002	so but i think it is a structural reason because of the way the day has gone and when you ask for how the day is going because we had a pnr vote today that was added and so many people came for that many left so there there has been a such of	so but i think it is a structural reason because of the way the day has gone and when you ask for how the day is going because we had a pnr vote today that was added and so many people came for that many left so there there has been a such	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015121002.wav	3
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015121002/008_2015121002.wav	142.75015873015872	6295282	160.60015873015874	7082467	007_2015121002	structural changes today so let us let us begin then seven eight and nine the internet organised a crime throughout assessment with the presentation of the report on thirty september	structural changes today so let us let us begin then seven eight and nine the internet organised a crime throughout assessment with the presentation of the report on thirty september	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015121002.wav	0
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015121002/009_2015121002.wav	160.60018140589568	7082468	177.0501814058957	7807913	008_2015121002	ms by our europol deputy director of operations mr van gemert we will be looking at the study the law enforcement challenges of cybercrime are we really playing catchup and will also then	mr present by our europol deputy director of operations mr vangemert we will be looking at the study the law enforcement challenges of cybercrime are we really playing catchup and will also then	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015121002.wav	9
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2015121002/010_2015121002.wav	177.05020408163264	7807914	193.70020408163265	8542179	009_2015121002	have following that the study on cybersecurity in the eu and beyond exploding the threats and policy responses and that will be a presentation of the study by doctor nico van der mulan ms jo	have following that the study on cybersecurity in the eu and beyond exploding the threats and policy responses and that will be a presentation of the study by doctor nico vander mulan maj	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2015121002.wav	4
