	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text	motherfile
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071201/001_2016071201.wav	0.0	0	16.35	721035	000_2016071201	morning colleagues we are going to make a start thank you for those of you who has yousuallave come on time usual	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071201.wav
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071201/002_2016071201.wav	16.350022675736962	721036	45.40002267573696	2002141	001_2016071201	preen who always come on time thank you and we begin the final day of committee before the summer break with a joint debate on the conditions of entry and residence of third country nationals for the purposes of highly skilled employment the so called blue card and the economic take on the refugee crisis	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071201.wav
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071201/003_2016071201.wav	45.40004535147392	2002142	60.85004535147392	2683487	002_2016071201	colleagues on seven june the commission published its proposal for the the revision of the socalled blue card directive and that proposal was accompanied by an impact assessment an its summary and an action plan and also staff working document	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071201.wav
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071201/004_2016071201.wav	60.85006802721088	2683488	76.50006802721089	3373653	003_2016071201	an economic take on the refugee crisis and in april lib members held a discussion with the commission on the basis of its communication towards a reform of the common european asylum system and enhancing legal avenues to europe	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071201.wav
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071201/005_2016071201.wav	76.50009070294784	3373654	96.15009070294785	4240219	004_2016071201	at the libyan meeting of the fifteen june profess arrive in marten from the migration policy centre of the european universally institute presented a study exploring new avenues for legislation for labour migration to the eu which has been commission by the policy department see on request of our committee	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071201.wav
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071201/006_2016071201.wav	96.15011337868481	4240220	117.80011337868481	5194985	005_2016071201	colleagues will remember in the met solakiangy report the libya committee set out the links between the legal economic migration aspects and other aspects of migration and asylum in particular it was noted that a holistic approach to migration including enhanced legal pathways for economic migrants into the union	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071201.wav
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071201/007_2016071201.wav	117.80013605442177	5194986	139.85013605442177	6167391	006_2016071201	now against this backdrop the commission is here today to present the proposal for the revision of the socalled blue card and the staff working document and economic take on the refugee crisis both documents are going to be discussed together i am going first give the floor to mr liven growers for the presentation of the blue card proposal	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071201.wav
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071201/008_2016071201.wav	139.85015873015874	6167392	157.50015873015872	6945757	007_2016071201	and then to mr ontwan savary for the presentation of the staff working document so first mr bars you have their flower to present the proposal for the blue card so if you want to kick op for the blue card first please it	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071201.wav
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071201/009_2016071201.wav	157.5001814058957	6945758	184.85018140589568	8151893	008_2016071201	mr president honourable members so i will first present to main characteristics of the blukard proposal and afterwards my colleague will present to staff working document on an economic take on the refugee crisis we undersend that this committee intends to discuss both these items together but i would like to point out that while both were adopted on the same day on seven june together with the action plan on integration these are separate initiatives	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071201.wav
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/2016071201/010_2016071201.wav	184.85020408163265	8151894	208.50020408163266	9194859	009_2016071201	the blue card proposal was a companied as already mentioned by an impact assessment report this document underpins the proposal by giving a detailed overview of the policy choices made and the policymoking making process the scope of this presentation does not allow me to go into this extensive evaluation consultation and assessment exercise but	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/2016071201.wav
