	wavfile	start_seconds	start_frames	end_seconds	end_frames	identifier	inferred_text_with_hotwords	inferred_text_without_hotwords	motherfile	dist
0	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/001_20170427.wav	0.0	0	17.25	760725	000_20170427	god aftenonorcolleaguesgodafton everybody i start our meeting if you	god aftenonorcolleaguesgodafton everybody i start our meeting if you	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
1	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/002_20170427.wav	17.25002267573696	760726	45.90002267573696	2024191	001_20170427	accept and there are no objections to the agenda i will take it as adopted on the linguistic profile i have to announce that unfortunately there are no interpretation croatian danish estonia and letvian malkis and galic available today and and i come immediately to our first point the agenda today afternoons meeting its on prison systems and conditions	accept and there are no objections to the agenda i will take it as adopted on the linguistic profile i have to announce that unfortunately there are no interpretation croatian danishstoniand letvian malkis and galic available today and and i come immediately to our first point the agenda today afternoons meeting its on prison systems and conditions	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	4
2	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/003_20170427.wav	45.90004535147392	2024192	66.45004535147392	2930447	002_20170427	it is the presentation of the draft report by ms bergeron on prisons condition in the european union this i know that in some member states the situation of prisoners is far from being satisfactory we know that overcrowding seems to be a general rule	it is the presentation of the draft report by ms berjeron on prisons condition in the european union this i know that in some member states the situation of prisoners is far from being satisfactory we know that overcrowding seems to be a general rule	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	1
3	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/004_20170427.wav	66.45006802721089	2930448	93.50006802721089	4123353	003_20170427	and in the european court of justice pointed out recent cases that there are problems with the fundamental rights of prisoners on nine february we had the opportunity listen to the experts invited to the public hearing on this issue and now we are here to discuss the draft report of mrs baron i will give you therefore immediately pa	and in the european court of justice pointed out recent cases that there are problems with the fundamental rights of prisoners on nine february we had the opportunity listen to the experts invited to the public hearing on this issue and now we are here to discuss the draft report of mrs baron i will give you therefore immediately place	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	3
4	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/005_20170427.wav	93.50009070294784	4123354	122.25009070294784	5391229	004_20170427	r president you having giving me the floor and thank you for having come here today to talk about this issue reach in france is a very topical one at the moment the state of the prisons is worse than i could possibly have imagined and that by a long way	r president you having giving me the floor and thank you for having come here today to talk about this issue reach in france is a very topical one at the moment the state of the prisons is worse than i could possibly have imagined and that by a long way	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
5	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/006_20170427.wav	122.2501133786848	5391230	148.5001133786848	6548855	005_20170427	eu can just imagine the worst thing and then multiplied by ten i am very honoured to be able to present my draft report on the prison system in the various member states of the eu i would like to thank over people who have helped me and in particular ms caterina kenipsi who allowed me to go to italy a few weeks ago	you can just imagine the worst thing and then multiplied by ten i am very honoured to be able to present my draft report on the prison system in the various member states of the eu i would like to thank over people who have helped me and in particular ms caterina kenipsi who allowed me to go to italy a few weeks ago	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	2
6	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/007_20170427.wav	148.50013605442177	6548856	175.15013605442178	7724121	006_20170427	to visit some modern model prisons there and with that hor that would not have been possible i was able to see that it is possible if the resources are made available to detain men while at the same time respecting their dignity and their fundamental rights dignity is even more important than rights dignity really is what makes a	to visit some modern model prisons there and with that hor that would not have been possible i was able to see that it is possible if the resources are made available to detain men while at the same time respecting their dignity and their fundamental rights dignity is even more important than rights dignity really is what makes a mn	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	3
7	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/008_20170427.wav	175.15015873015872	7724122	193.00015873015872	8511307	007_20170427	these main live in buildings which are often very old they are maintained they are reeducated so was to be able to take part in society and as regards long terms long term prisoners	these main live in buildings which are often very old they are maintained they are reeducated so was to be able to take part in society and as regards long terms long term prisoners	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
8	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/009_20170427.wav	193.0001814058957	8511308	216.2501814058957	9536633	008_20170427	who we met in voltera and as regards minors who will return to society we spoke to all of these categories and we must never lose sight of the fact that prison is some way people need to come out of and able to take part in society in	who we met in voltera and as regards minors who will return to society we spoke to all of these categories and we must never lose sight of the fact that prison is some way people need to come out of and able to take part in society in	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
9	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/010_20170427.wav	216.25020408163266	9536634	235.70020408163265	10394379	009_20170427	and it is indispensable to see what is happening on the ground and take here everybody involved the detainees the administrators the social services the wardens and the institutional players	and it is indispensable to see what is happening on the ground and take here everybody involved the detainees the administrators the social services the wardens and the institutional players	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
10	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/011_20170427.wav	235.70022675736962	10394380	259.8502267573696	11459395	010_20170427	having met these various players i have been able to form an opinion on the situation in prisons and of course we must not take a lax approach to people who have committed crimes particularly when they have committed serious crimes but locking people up in throwing away the key is ant the solution	having met these various players i have been able to form an opinion on the situation in prisons and of course we must not take a lax approach to people who have committed crimes particularly when they have committed serious crimes but locking people up in throwing away the key is ant the solution	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
11	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/012_20170427.wav	259.85024943310657	11459396	284.5002494331066	12546461	011_20170427	the conditions of detention the peoples profile and the reasons for which they have been locked up need to be taken into account in making sure that the various people play their role properly in reforming these people because if we do not do that we will end up with the sort of result we really do not want for example	the conditions of detention the peoples profile and the reasons for which they have been locked up need to be taken into account in making sure that the various people play their role properly in reforming these people because if we do not do that we will end up with the sort of result we really do not want for example	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
12	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/013_20170427.wav	284.50027210884355	12546462	302.55027210884356	13342467	012_20170427	small minor criminals learning to become serious criminals and receiliviasom will be the consequence if we do not do a good job and this of course represents a very important cost to our society and that is something it need to be taken into account	small minor criminals learning to become serious criminals and receiliviasom will be the consequence if we do not do a good job and this of course represents a very important cost to our society and that is something it need to be taken into account	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
13	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/014_20170427.wav	302.5502947845805	13342468	324.3002947845805	14301643	013_20170427	de in spite of all of that receidiovism is more than fifty in most member states if they leave prison without being assisted and this is one of the things that leads to other population in the prisons and this is a problem a real problem in many member states and say to say in france as well	red in spite of all of that receidiovism is more than fifty in most member states if they leave prison without being assisted and this is one of the things that leads to other population in the prisons and this is a problem a real problem in many member states and say to say in france as well	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	2
14	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/015_20170427.wav	324.30031746031744	14301644	340.65031746031747	15022679	014_20170427	it creates serious problems not only in terms of the prisons themselves but also in terms of prison staff french news outside of the election news house for a long time	it creates serious problems not only in terms of the prisons themselves but also in terms of prison staff french news outside of the election news house for a long time	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
15	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/016_20170427.wav	340.6503401360544	15022680	362.9003401360544	16003905	015_20170427	the been a lot of stories in the news a bat strikes of prison staff violence has become endemic and a real problem to this staff it you have seen that painatantery staff in france antin belgium have been blocking prisons	the been a lot of stories in the news a bat strikes of prison staff violence has become endemic and a real problem to this staff it you have seen that painatantery staff in france antin belgium have been blocking prisons	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
16	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/017_20170427.wav	362.9003628117914	16003906	388.8503628117914	17148301	016_20170427	because of the unsatisfactory work conditions these visits have for us been very rich in terms of learning material for us and i am sure that the visits we do in the coming days in particular in scandinavian countries will give us a really clear idea of the overall picture of the prison system in europe now of course society des a lock people up	because of the unsatisfactory work conditions these visits have for us been very rich in terms of learning material for us and i am sure that the visits we do in the coming days in particular in scandinavian countries will give us a really clear idea of the overall picture of the prison system in europe now of course society does a lock people up	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	1
17	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/018_20170427.wav	388.85038548752834	17148302	414.90038548752835	18297107	017_20170427	with a view to punishing them but punishment is not the only thing that needs to be taken into account we also need to rehabilitate people so that they can take part in society when they leave prison and to achieve this it is necessary that the fundamental rights of prisoners be respected colleagues i am going to be clear	with a view to punishing them but punishment is not the only thing that needs to be taken into account we also need to rehabilitate people so that they can take part in society when they leave prison and to achieve this it is necessary that the fundamental rights of prisoners be respected colleagues i am going to be clear	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
18	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/019_20170427.wav	414.9004081632653	18297108	437.9504081632653	19313613	018_20170427	i do not want there to be any mes understanding i am fully in favour of subsidiarity and i am very much aware of the fact that prison policy is first of all the responsibility of the member states and it is not up to us to change that fact but this fact must not stop us either as meps from playing our role	i do not want there to be any mes understanding i am fully in favour of subsidiarity and i am very much aware of the fact that prison policy is first of all the responsibility of the member states and it is not up to us to change that fact but this fact must not stop us either as meps from playing our role	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
19	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/020_20170427.wav	437.95043083900225	19313614	459.1004308390023	20246329	019_20170427	in protecting the fundamental rights of all citizens of the european union whether they be prisoners or not i think thinking in particular of human dignity which is at the basis of the european project and is often completely disregarded in many of europe prisons eu	in protecting the fundamental rights of all citizens of the european union whether they be prisoners or not i think thinking in particular of human dignity which is at the basis of the european project and is often completely disregarded in many of europes prisons	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	4
20	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/021_20170427.wav	459.10045351473923	20246330	484.45045351473925	21364265	020_20170427	unfortunately i was obliged in the report not to tackle all of the issues that i would like to tackle ms dati tackle some issues in two thousand and fifteen and it her work showed that those prisoners who are suffering from mental or physical disability should often not be in prison in the first place	unfortunately i was obliged in the report not to tackle all of the issues that i would like to tackle ms dati tackle some issues in two thousand and fifteen and it her work showed that those prisoners who are suffering from mental or physical disability should often not be in prison in the first place	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
21	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/022_20170427.wav	484.4504761904762	21364266	509.3004761904762	22460151	021_20170427	and this creates real problems of prison staff and social workers and unfortunately i tackle this issue in this report my basic idea is that the disastrous conditions in most prisons due to over population and many people who are they should not be there in the first place	and this creates real problems of prison staff and social workers and unfortunately i tackle this issue in this report my basic idea is that the disastrous conditions in most prisons due to over population and many people who are they should not be there in the first place	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
22	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/023_20170427.wav	509.30049886621316	22460152	539.0504988662132	23772127	022_20170427	not locking people up does not mean not punishing them often they just an sufficient facilities to ensure safe and adequate accommodation of prisoners also there is a lack of staff and because of these two effect is the net effect on prisoners and for our societies these negative rather than positive and that is not what we want of course and so we need to reflect on the	not locking people up does not mean not punishing them often they just an sufficient facilities to ensure safe and adequate accommodation of prisoners also there is a lack of staff and because of these two effect is the net effect on prisoners and for our societies these negative rather than positive and that is not what we want of course and so we need to reflect on the	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
23	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/024_20170427.wav	539.0505215419502	23772128	565.9005215419501	24956213	023_20170427	punishment based approach of many of our politicians particular in electoral periods and what we need to do with reform eu prison system and renew it i would like to underline the excellent white paper that was given to mr ova the minister of security in france by former snasomarilosef	punishment based approach of many of our politicians particular in electoral periods and what we need to do with reform our prison system and renew it i would like to underline the excellent white paper that was given to mr ova the minister of security in france by former snasomarilosef	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	2
24	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/025_20170427.wav	565.9005442176871	24956214	594.550544217687	26219679	024_20170427	in this report we see that the authors who have contributed to it politicians of the right and of the left wing but it is a very good report overall and its twenty four proposals explain that we need to have a prison system that we are a shamed off in short recognises doing away with huge prisons such as the prison in friend and opening more small open prisons	in this report we see that the authors who have contributed to it politicians of the right and of the left wing but it is a very good report overall and its twenty four proposals explain that we need to have a prison system that we are a shamed off in short recognises doing away with huge prisons such as the prison in friend and opening more small open prisons	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
25	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/026_20170427.wav	594.550566893424	26219680	623.4005668934241	27491965	025_20170427	an that other population needs to be avoided at all costs and also eu need to separate serious crimes from minor criminals and also people who are being placed in detention they need to be olcept separate this wide paper recommends five hours of daily activity for prisoners teaching them trades	an that other population needs to be avoided at all costs and also you need to separate serious crimes from minor criminals and also people who are being placed in detention they need to be olcept separate this wide paper recommends five hours of daily activity for prisoners teaching them trades	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	2
26	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/027_20170427.wav	623.400589569161	27491966	646.850589569161	28526111	026_20170427	and professions and also making more attractive the profession of prison guard by paying them more and improving their working conditions i think colleague also that we can take a lot of our ideas from this wide paper which is a very useful document however	and professions and also making more attractive the profession of prison guard by paying them more and improving their working conditions i think colleague also that we can take a lot of our ideas from this wide paper which is a very useful document however	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
27	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/028_20170427.wav	646.850612244898	28526112	675.3006122448979	29780757	027_20170427	brainstarmingof many people lead to the best ideas and so i am very open to hearing anything eu mat have to say on any of this to improve the report i hope that will be able to produce a report which will improve the situation which will raise awareness about the real situation of prisoners last week is in van it is a small prison only forty detineese i salweysillthere	brainstorming of many people lead to the best ideas and so i am very open to hearing anything you mat have to say on any of this to improve the report i hope that will be able to produce a report which will improve the situation which will raise awareness about the real situation of prisoners last week is in van it is a small prison only forty detineese i salweysillthere	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	4
28	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/pipeLine/segmentation_wavfiles/20170427/029_20170427.wav	675.3006349206349	29780758	699.5506349206349	30850183	028_20170427	where they were three beds one on top of the other but they had been on an ad hoc basis well did together because of over population the prison it the sell sell was about eight nine square mates including the tel it i think that win these three min stood up they would not have been able to move it really well standing remondly and so that is	where they were three beds one on top of the other but they had been on an ad hoc basis well did together because of over population the prison it the sell sell was about eight nine square mates including the tel it i think that win these three min stood up they would not have been able to move it really well standing remondly and so that is	/media/hugo/Seagate Expansion Drive/ALICE_BACKUP/voshpde/wav_files/zipfiles/20170427.wav	0
